,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
3316,F32732,1965.0,E,2.0,2020-09-03 09:31:09.397,2020-09-03,2020-08-28 00:00:00,2020-10-03,,756.0000000000001,113.39999999999999,0.0
3317,F32733,1289.0,E,5.0,2020-09-03 12:30:39.353,2020-09-03,2020-09-03 00:00:00,2020-10-03,,1397.0000000000002,0.0,0.0
3318,F32734,1453.0,E,5.0,2020-09-03 12:34:06.480,2020-09-03,2020-08-27 00:00:00,2020-10-03,,8700.0,0.0,0.0
3324,F32740,1852.0,E,2.0,2020-09-03 14:04:37.733,2020-09-03,2020-09-03 00:00:00,2020-10-03,,2386.5600000000004,0.0,0.0
3346,F32762,1965.0,E,2.0,2020-09-07 10:24:32.110,2020-09-07,2020-09-07 00:00:00,2020-10-07,,1211.25,0.0,0.0
3347,F32763,1852.0,E,2.0,2020-09-07 10:53:19.223,2020-09-07,2020-09-07 00:00:00,2020-10-07,,4543.4400000000005,0.0,0.0
3360,F32776,1289.0,E,5.0,2020-09-07 17:46:26.767,2020-09-07,2020-09-04 00:00:00,2020-10-07,,4191.0,0.0,0.0
3364,F32780,1965.0,E,2.0,2020-09-08 10:24:02.227,2020-09-08,2020-09-08 00:00:00,2020-10-08,,1129.5,0.0,0.0
3376,F32792,1586.0,E,2.0,2020-09-08 16:05:54.303,2020-09-08,2020-08-26 00:00:00,2020-09-08,,1390.24,0.0,0.0
3390,F32806,1289.0,E,5.0,2020-09-09 12:57:00.297,2020-09-09,2020-09-10 00:00:00,2020-10-09,,690.0,0.0,0.0
3416,F32832,1831.0,E,2.0,2020-09-11 15:59:28.523,2020-09-11,2020-09-04 00:00:00,2020-10-26,,3129.5000000000005,0.0,0.0
3463,F32879,1583.0,E,6.0,2020-09-21 16:51:09.333,2020-09-21,2020-09-17 00:00:00,2020-10-21,,7308.000000000001,0.0,0.0
3479,F32895,1943.0,E,2.0,2020-09-22 17:29:31.660,2020-09-22,2020-09-22 00:00:00,2020-09-22,,1293.1034000000002,0.0,0.0
3500,F32916,1158.0,E,3.0,2020-09-28 08:40:19.653,2020-09-28,2020-09-28 00:00:00,2020-09-28,,2403.4291,0.0,0.0
3506,F32922,1943.0,E,2.0,2020-09-28 12:13:37.900,2020-09-28,2020-09-18 00:00:00,2020-09-28,,1944.7200000000003,0.0,0.0
3519,F32935,1925.0,E,6.0,2020-09-28 16:20:51.553,2020-09-28,2020-09-21 00:00:00,2020-10-28,,5496.0,0.0,0.0
3523,F32939,1289.0,E,5.0,2020-09-29 08:39:31.870,2020-09-29,2020-09-21 00:00:00,2020-10-29,,3754.12,0.0,0.0
3527,F32943,1965.0,E,2.0,2020-09-29 13:13:46.957,2020-09-29,2020-09-29 00:00:00,2020-09-29,,10701.696,1605.25,0.0
3528,F32944,1757.0,E,2.0,2020-09-29 13:20:13.463,2020-09-29,2020-06-29 00:00:00,2020-09-29,,1101.6,0.0,0.0
3529,F32945,1757.0,E,2.0,2020-09-29 13:21:26.583,2020-09-29,2020-09-15 00:00:00,2020-09-29,,968.4000000000001,0.0,0.0
3541,F32957,1943.0,E,2.0,2020-09-30 11:43:31.440,2020-09-30,2020-09-30 00:00:00,2020-09-30,,5347.9827000000005,0.0,0.0
3549,F32965,1429.0,E,5.0,2020-09-30 13:55:24.397,2020-09-30,2020-10-05 00:00:00,2020-11-29,,9450.0,0.0,0.0
3556,F32972,1130.0,E,2.0,2020-09-30 16:26:58.487,2020-09-30,2020-09-24 00:00:00,2020-10-08,,279.0,0.0,0.0
3599,F33015,1539.0,C,2.0,2020-10-05 09:35:36.660,2020-10-05,2020-10-01 00:00:00,2020-11-04,2020-10-07,1960.0,0.0,0.0
3600,F33016,1965.0,E,2.0,2020-10-05 10:26:19.030,2020-10-05,2020-10-05 00:00:00,2020-10-05,,12009.400000000001,1801.4100000000003,0.0
3601,F33017,1943.0,E,2.0,2020-10-05 10:42:25.287,2020-10-05,2020-10-05 00:00:00,2020-10-05,,972.3600000000001,0.0,0.0
3602,F33018,1943.0,E,2.0,2020-10-05 10:44:47.137,2020-10-05,2020-10-05 00:00:00,2020-10-05,,972.3600000000001,0.0,0.0
3604,F33020,1943.0,E,2.0,2020-10-05 13:53:25.670,2020-10-05,2020-10-05 00:00:00,2020-10-05,,5347.9800000000005,0.0,0.0
3611,F33027,1965.0,E,2.0,2020-10-06 11:34:30.970,2020-10-06,2020-10-06 00:00:00,2020-10-06,,1781.2500000000002,267.19,0.0
3621,F33037,1583.0,E,3.0,2020-10-07 13:50:26.343,2020-10-07,2020-10-07 00:00:00,2020-11-06,,11484.000000000002,0.0,0.0
3629,F33045,1539.0,E,2.0,2020-10-07 17:46:09.060,2020-10-07,2020-10-01 00:00:00,2020-11-06,,2600.0,0.0,0.0
3654,F33070,1586.0,E,2.0,2020-10-09 12:46:22.960,2020-10-09,2020-10-02 00:00:00,2020-10-09,,4520.0,0.0,0.0
3660,F33076,1453.0,E,2.0,2020-10-09 14:52:05.917,2020-10-09,2020-10-09 00:00:00,2020-10-09,,1970.0000000000002,0.0,0.0
3675,F33091,1784.0,E,2.0,2020-10-13 10:20:51.663,2020-10-13,2020-10-13 00:00:00,2020-10-28,,115.0,0.0,0.0
3687,F33103,1965.0,E,2.0,2020-10-14 09:24:59.787,2020-10-14,2020-09-29 00:00:00,2020-11-13,,1041.0,156.15,0.0
3691,F33107,1965.0,E,2.0,2020-10-14 09:52:14.017,2020-10-14,2020-10-14 00:00:00,2020-11-13,,1770.4350000000002,265.57,0.0
3713,F33129,1539.0,E,2.0,2020-10-14 17:23:29.420,2020-10-14,2020-10-06 00:00:00,2020-11-13,,1300.0,0.0,0.0
3720,F33136,1943.0,E,2.0,2020-10-15 13:14:48.047,2020-10-15,2020-09-22 00:00:00,2020-10-15,,5347.9800000000005,0.0,0.0
3752,F33168,1289.0,E,5.0,2020-10-19 14:16:58.617,2020-10-19,2020-10-13 00:00:00,2020-11-18,,3380.0000000000005,0.0,0.0
3758,F33174,1284.0,E,2.0,2020-10-19 16:24:51.240,2020-10-19,2020-10-15 00:00:00,2020-11-18,,543.0000000000001,0.0,0.0
3796,F33212,1504.0,E,3.0,2020-10-22 11:00:27.993,2020-10-22,2020-10-22 00:00:00,2020-10-22,,534.5454,0.0,0.0
3832,F33248,1429.0,E,5.0,2020-10-27 16:30:36.977,2020-10-27,2020-11-02 00:00:00,2020-12-26,,23625.000000000004,0.0,0.0
3856,F33272,1585.0,E,2.0,2020-10-29 12:58:41.297,2020-10-29,2020-10-29 00:00:00,2020-10-29,,146.14999999999998,0.0,0.0
3875,F33291,1284.0,E,2.0,2020-10-30 12:07:34.673,2020-10-30,2020-10-30 00:00:00,2020-11-29,,347.50000000000006,0.0,0.0
3883,F33299,1284.0,E,2.0,2020-10-30 16:06:28.147,2020-10-30,2020-10-30 00:00:00,2020-11-29,,1077.0545000000002,0.0,0.0
3923,F33339,1453.0,E,5.0,2020-11-05 09:14:31.723,2020-11-05,2020-11-05 00:00:00,2020-12-05,,1305.0,0.0,0.0
3968,F33384,1016.0,C,6.0,2020-11-12 09:41:24.147,2020-11-12,2020-11-03 00:00:00,2020-11-12,2020-11-17,1530.0000000000002,0.0,0.0
3979,F33395,1539.0,C,6.0,2020-11-13 09:09:38.653,2020-11-13,2020-11-13 00:00:00,2020-12-13,2020-11-18,51180.00000000001,0.0,0.0
3984,F33400,1016.0,C,6.0,2020-11-13 12:37:40.927,2020-11-13,2020-11-17 00:00:00,2020-11-13,2020-11-17,5610.000000000001,0.0,0.0
3993,F33409,1016.0,E,5.0,2020-11-17 09:25:13.140,2020-11-17,2020-11-03 00:00:00,2020-11-17,,1530.0,0.0,0.0
3994,F33410,1016.0,E,6.0,2020-11-17 09:26:19.887,2020-11-17,2020-11-17 00:00:00,2020-11-17,,5610.000000000001,0.0,0.0
4012,F33428,1284.0,E,2.0,2020-11-18 08:33:50.373,2020-11-18,2020-11-18 00:00:00,2020-12-18,,713.9046,0.0,0.0
4013,F33429,1539.0,E,3.0,2020-11-18 08:55:06.983,2020-11-18,2020-11-13 00:00:00,2020-12-18,,51180.0,2559.0,0.0
4024,F33440,1453.0,E,5.0,2020-11-18 12:18:10.217,2020-11-18,2020-11-18 00:00:00,2020-12-18,,1450.0000000000002,0.0,0.0
4033,F33449,1429.0,E,6.0,2020-11-19 09:37:28.930,2020-11-19,2020-11-13 00:00:00,2021-01-18,,9450.0,0.0,0.0
4071,F33487,1852.0,E,2.0,2020-11-24 09:25:12.770,2020-11-24,2020-11-24 00:00:00,2020-12-24,,3630.0000000000005,0.0,0.0
4096,F33512,1965.0,E,2.0,2020-11-25 14:43:44.683,2020-11-25,2020-11-25 00:00:00,2020-12-25,,2004.545,0.0,0.0
4125,F33541,1020.0,E,5.0,2020-11-27 09:20:16.590,2020-11-27,2020-11-27 00:00:00,2020-12-27,,143.4109,0.0,0.0
4175,F33591,1016.0,E,3.0,2020-12-01 12:10:49.257,2020-12-01,2020-12-01 00:00:00,2020-12-01,,3740.0000000000005,0.0,0.0
4182,F33598,1284.0,E,2.0,2020-12-01 16:18:01.610,2020-12-01,2020-12-01 00:00:00,2020-12-31,,1550.43,0.0,0.0
4202,F33618,1284.0,E,2.0,2020-12-03 10:27:48.473,2020-12-03,2020-12-03 00:00:00,2021-01-02,,4750.000000000001,0.0,0.0
4238,F33654,1586.0,E,4.0,2020-12-07 14:32:30.767,2020-12-07,2020-11-25 00:00:00,2020-12-07,,11138.1,0.0,0.0
4246,F33662,1965.0,E,2.0,2020-12-08 09:47:08.903,2020-12-08,2020-11-25 00:00:00,2021-01-07,,2098.5,0.0,0.0
4266,F33682,1508.0,E,6.0,2020-12-09 13:56:47.460,2020-12-09,2020-12-11 00:00:00,2020-12-09,,4325.8,0.0,0.0
4272,F33688,1020.0,E,2.0,2020-12-09 16:47:14.777,2020-12-09,2020-12-09 00:00:00,2021-01-08,,2925.0,0.0,0.0
4302,F33718,1586.0,E,2.0,2020-12-14 14:14:59.883,2020-12-14,2020-12-17 00:00:00,2020-12-14,,1724.0,0.0,0.0
4335,F33751,1453.0,E,2.0,2020-12-16 17:43:06.760,2020-12-16,2020-12-16 00:00:00,2021-01-15,,1305.0,0.0,0.0
4349,F33765,1852.0,E,2.0,2020-12-18 12:57:25.440,2020-12-18,2020-12-18 00:00:00,2021-01-17,,3630.0000000000005,0.0,0.0
4351,F33767,1016.0,E,3.0,2020-12-18 14:26:25.770,2020-12-18,2020-12-11 00:00:00,2021-01-17,,1738.0000000000002,0.0,0.0
4352,F33768,1016.0,E,4.0,2020-12-18 14:27:34.763,2020-12-18,2020-12-15 00:00:00,2021-01-17,,1738.0000000000002,0.0,0.0
4359,F33775,1284.0,E,2.0,2020-12-21 10:03:11.033,2020-12-21,2020-12-15 00:00:00,2021-01-20,,6626.400000000001,0.0,0.0
4363,F33779,1339.0,E,5.0,2020-12-21 12:58:19.663,2020-12-21,2020-12-16 00:00:00,2021-01-20,,6284.000000000001,0.0,0.0
4367,F33783,1753.0,E,2.0,2020-12-22 09:45:50.227,2020-12-22,2020-12-22 00:00:00,2021-01-21,,2112.0,0.0,0.0
4376,F33792,1802.0,E,4.0,2020-12-30 14:11:35.693,2020-12-30,2020-12-30 00:00:00,2020-12-30,,24137.931,0.0,0.0
4388,F33804,1586.0,C,4.0,2021-01-05 08:38:54.680,2021-01-05,2020-12-09 00:00:00,2021-01-05,2021-01-07,3712.7000000000003,0.0,0.0
4400,F33816,1583.0,E,6.0,2021-01-05 11:10:03.217,2021-01-05,2020-12-16 00:00:00,2021-02-04,,8586.0,0.0,0.0
4402,F33818,1508.0,E,6.0,2021-01-05 11:50:47.703,2021-01-05,2021-01-05 00:00:00,2021-01-05,,4325.8,0.0,0.0
4411,F33827,1965.0,E,2.0,2021-01-06 11:35:44.893,2021-01-06,2021-01-06 00:00:00,2021-02-05,,1130.0,169.50000000000006,0.0
4422,F33838,1753.0,E,2.0,2021-01-07 11:41:36.107,2021-01-07,2021-01-07 00:00:00,2021-02-06,,2112.0,0.0,0.0
4444,F33860,1965.0,E,2.0,2021-01-11 10:24:14.370,2021-01-11,2021-01-11 00:00:00,2021-02-10,,1130.0,169.50000000000006,0.0
4464,F33880,1485.0,E,2.0,2021-01-12 15:48:05.073,2021-01-12,2021-01-12 00:00:00,2021-01-12,,1111.228,0.0,0.0
4487,F33903,1852.0,E,2.0,2021-01-15 09:14:28.027,2021-01-15,2021-01-15 00:00:00,2021-02-14,,4543.4400000000005,0.0,0.0
4506,F33922,1965.0,E,2.0,2021-01-18 14:24:13.593,2021-01-18,2021-01-18 00:00:00,2021-02-17,,1781.2500000000002,267.19,0.0
4522,F33938,1150.0,E,4.0,2021-01-19 16:31:39.290,2021-01-19,2021-01-11 00:00:00,2021-01-19,,1720.0000000000002,0.0,0.0
4530,F33946,1965.0,E,2.0,2021-01-20 11:55:45.830,2021-01-20,2021-01-20 00:00:00,2021-02-19,,600.0,90.00000000000003,0.0
4536,F33952,1158.0,E,2.0,2021-01-21 11:39:37.300,2021-01-21,2021-01-21 00:00:00,2021-01-21,,630.0,0.0,0.0
4560,F33976,1965.0,E,2.0,2021-01-25 12:08:20.157,2021-01-25,2021-01-25 00:00:00,2021-02-24,,796.0000000000001,119.40000000000002,0.0
4656,F34072,1053.0,E,5.0,2021-01-29 16:03:59.460,2021-01-29,2021-01-27 00:00:00,2021-04-29,,17372.82,0.0,0.0
4687,F34103,1289.0,E,5.0,2021-02-04 10:51:50.633,2021-02-04,2021-01-29 00:00:00,2021-03-06,,4692.650000000001,0.0,0.0
4692,F34108,1757.0,E,2.0,2021-02-04 13:36:33.747,2021-02-04,2020-12-02 00:00:00,2021-02-04,,3878.7000000000003,0.0,0.0
4717,F34133,1965.0,E,2.0,2021-02-08 11:20:29.187,2021-02-08,2021-02-08 00:00:00,2021-03-10,,1783.0,267.45000000000005,0.0
4740,F34156,1965.0,E,2.0,2021-02-10 11:02:00.023,2021-02-10,2021-02-01 00:00:00,2021-03-12,,9594.5,1439.18,0.0
4755,F34171,1053.0,E,4.0,2021-02-11 12:22:36.750,2021-02-11,2021-02-09 00:00:00,2021-05-12,,13065.0,0.0,0.0
4756,F34172,1020.0,E,2.0,2021-02-11 12:25:48.143,2021-02-11,2021-02-11 00:00:00,2021-03-13,,694.575,0.0,0.0
4761,F34177,1020.0,E,2.0,2021-02-11 15:31:28.293,2021-02-11,2021-02-12 00:00:00,2021-03-13,,713.5000000000001,0.0,0.0
4765,F34181,1965.0,E,2.0,2021-02-12 11:24:26.907,2021-02-12,2021-02-12 00:00:00,2021-03-14,,14286.09,2142.91,0.0
4784,F34200,1965.0,E,2.0,2021-02-15 14:00:58.420,2021-02-15,2021-02-15 00:00:00,2021-03-17,,3549.0000000000005,532.3500000000001,0.0
4844,F34260,1539.0,E,6.0,2021-02-18 17:29:29.970,2021-02-18,2021-02-18 00:00:00,2021-03-20,,15759.62,0.0,0.0
4845,F34261,1289.0,E,5.0,2021-02-19 08:38:56.607,2021-02-19,2021-02-18 00:00:00,2021-03-21,,3754.12,0.0,0.0
4847,F34263,1240.0,E,2.0,2021-02-19 10:53:20.770,2021-02-19,2021-02-19 00:00:00,2021-02-19,,360.00000000000006,0.0,0.0
4906,F34322,1429.0,E,6.0,2021-02-24 10:02:19.637,2021-02-24,2021-02-19 00:00:00,2021-04-25,,23625.0,0.0,0.0
4939,F34355,1429.0,E,6.0,2021-02-26 08:50:44.777,2021-02-26,2021-02-25 00:00:00,2021-04-27,,9500.0,0.0,0.0
4962,F34378,1284.0,E,2.0,2021-03-01 12:15:53.717,2021-03-01,2021-03-01 00:00:00,2021-03-31,,2380.0,0.0,0.0
4999,F34415,1965.0,E,2.0,2021-03-03 11:45:30.353,2021-03-03,2021-02-24 00:00:00,2021-04-02,,11321.500000000002,1698.23,0.0
5031,F34447,1761.0,E,2.0,2021-03-08 11:50:14.200,2021-03-08,2021-03-08 00:00:00,2021-03-08,,710.95,0.0,0.0
5086,F34502,1016.0,E,3.0,2021-03-11 14:24:20.123,2021-03-11,2021-03-11 00:00:00,2021-03-11,,3740.0000000000005,0.0,0.0
5109,F34525,1453.0,E,5.0,2021-03-16 12:24:01.117,2021-03-16,2021-03-12 00:00:00,2021-04-15,,9300.0,0.0,0.0
5124,F34540,1539.0,E,2.0,2021-03-17 12:07:49.087,2021-03-17,2021-03-10 00:00:00,2021-04-16,,3184.0,0.0,0.0
5165,F34581,1539.0,E,2.0,2021-03-22 13:34:27.487,2021-03-22,2021-03-17 00:00:00,2021-04-21,,25126.64,0.0,0.0
5167,F34583,1831.0,E,2.0,2021-03-22 15:44:10.757,2021-03-22,2021-03-22 00:00:00,2021-05-06,,2241.0,0.0,0.0
5183,F34599,1020.0,E,2.0,2021-03-23 13:04:51.470,2021-03-23,2021-03-16 00:00:00,2021-04-22,,4800.0,0.0,0.0
5187,F34603,1284.0,E,2.0,2021-03-23 13:43:15.307,2021-03-23,2021-03-23 00:00:00,2021-04-22,,682.5,0.0,0.0
5194,F34610,1284.0,E,2.0,2021-03-24 11:40:31.763,2021-03-24,2021-03-24 00:00:00,2021-04-23,,775.21,0.0,0.0
5195,F34611,1757.0,E,2.0,2021-03-24 11:46:11.550,2021-03-24,2021-02-17 00:00:00,2021-03-24,,710.0000000000001,0.0,0.0
5210,F34626,1289.0,E,5.0,2021-03-25 13:12:17.817,2021-03-25,2021-03-19 00:00:00,2021-04-24,,3754.1200000000003,0.0,0.0
5217,F34633,1852.0,E,2.0,2021-03-26 12:00:32.920,2021-03-26,2021-03-26 00:00:00,2021-04-25,,4543.4400000000005,0.0,0.0
5307,F34723,1852.0,E,2.0,2021-04-08 11:50:08.730,2021-04-08,2021-04-08 00:00:00,2021-05-08,,4543.4400000000005,0.0,0.0
5347,F34763,1289.0,E,5.0,2021-04-13 10:20:09.367,2021-04-13,2021-03-26 00:00:00,2021-05-13,,3640.0000000000005,0.0,0.0
5348,F34764,1339.0,C,5.0,2021-04-13 10:56:15.173,2021-04-13,2021-03-29 00:00:00,2021-05-13,2021-04-13,6284.0,0.0,0.0
5349,F34765,1339.0,C,5.0,2021-04-13 12:30:30.773,2021-04-13,2021-03-29 00:00:00,2021-05-13,2021-04-16,6284.000000000001,0.0,0.0
5382,F34798,1784.0,E,2.0,2021-04-15 13:51:03.180,2021-04-15,2021-04-14 00:00:00,2021-04-30,,6938.000000000001,0.0,0.0
5386,F34802,1053.0,E,1.0,2021-04-15 17:20:51.067,2021-04-15,2021-04-15 00:00:00,2021-07-14,,300.0,0.0,0.0
5392,F34808,1339.0,E,5.0,2021-04-16 12:45:28.963,2021-04-16,2021-03-29 00:00:00,2021-05-16,,6284.000000000001,0.0,0.0
5417,F34833,1240.0,E,2.0,2021-04-20 13:55:00.837,2021-04-20,2021-04-20 00:00:00,2021-04-20,,180.00000000000003,0.0,0.0
5447,F34863,1401.0,E,3.0,2021-04-22 14:52:36.507,2021-04-22,2021-04-21 00:00:00,2021-04-22,,4170.6,0.0,0.0
5454,F34870,1965.0,C,2.0,2021-04-23 09:30:52.877,2021-04-23,2021-04-23 00:00:00,2021-05-23,2021-04-26,2563.75,303.56,0.0
5456,F34872,1965.0,C,2.0,2021-04-23 09:36:28.683,2021-04-23,2021-04-23 00:00:00,2021-05-23,2021-04-26,1888.75,202.31,0.0
5476,F34892,1965.0,E,2.0,2021-04-26 14:25:12.917,2021-04-26,2021-04-26 00:00:00,2021-05-26,,1888.75,283.31,0.0
5484,F34900,1339.0,E,5.0,2021-04-27 10:43:36.567,2021-04-27,2021-04-21 00:00:00,2021-05-27,,8031.000000000001,0.0,0.0
5491,F34907,1390.0,E,5.0,2021-04-28 09:10:34.847,2021-04-28,2021-04-26 00:00:00,2021-04-28,,4431.0,0.0,0.0
5540,F34956,1401.0,E,3.0,2021-05-04 09:45:29.113,2021-05-04,2021-05-03 00:00:00,2021-05-04,,140.0,0.0,0.0
5541,F34957,1289.0,E,5.0,2021-05-04 09:51:58.370,2021-05-04,2021-04-21 00:00:00,2021-06-03,,5973.000000000001,0.0,0.0
5542,F34958,1339.0,E,5.0,2021-05-04 09:57:56.260,2021-05-04,2021-04-21 00:00:00,2021-06-03,,24842.500000000004,0.0,0.0
5543,F34959,1284.0,E,2.0,2021-05-04 11:29:27.393,2021-05-04,2021-05-04 00:00:00,2021-06-03,,3810.0000000000005,0.0,0.0
5565,F34981,1852.0,E,2.0,2021-05-05 11:23:21.607,2021-05-05,2021-05-05 00:00:00,2021-06-04,,2271.7200000000003,0.0,0.0
5566,F34982,1016.0,E,3.0,2021-05-05 12:44:44.807,2021-05-05,2021-04-23 00:00:00,2021-06-04,,809.86,0.0,0.0
5578,F34994,1198.0,E,2.0,2021-05-06 15:14:58.070,2021-05-06,2021-05-06 00:00:00,2021-05-21,,2083.7250000000004,0.0,0.0
5592,F35008,1020.0,E,2.0,2021-05-10 11:34:39.863,2021-05-10,2021-05-10 00:00:00,2021-06-09,,230.00000000000003,0.0,0.0
5599,F35015,1207.0,E,2.0,2021-05-11 13:49:59.133,2021-05-11,2021-05-11 00:00:00,2021-05-11,,1350.0,0.0,0.0
5631,F35047,1784.0,E,2.0,2021-05-13 16:00:02.960,2021-05-13,2021-05-13 00:00:00,2021-05-28,,390.00000000000006,0.0,0.0
5666,F35082,1784.0,E,2.0,2021-05-19 10:08:18.367,2021-05-19,2021-05-19 00:00:00,2021-06-03,,175.0,0.0,0.0
5667,F35083,1490.0,E,2.0,2021-05-19 10:34:06.740,2021-05-19,2021-05-18 00:00:00,2021-05-19,,4471.24,0.0,0.0
5706,F35122,1965.0,E,2.0,2021-05-24 10:04:53.700,2021-05-24,2021-05-19 00:00:00,2021-06-23,,1342.02,201.3,0.0
5782,F35198,1089.0,E,2.0,2021-05-31 11:02:09.817,2021-05-31,2021-05-03 00:00:00,2021-05-31,,399.00750000000005,0.0,0.0
5839,F35255,1053.0,E,1.0,2021-06-04 16:18:29.017,2021-06-04,2021-06-03 00:00:00,2021-09-02,,17372.82,0.0,0.0
5850,F35266,1852.0,E,2.0,2021-06-08 12:22:11.843,2021-06-08,2021-06-08 00:00:00,2021-07-08,,2271.7200000000003,0.0,0.0
5868,F35284,1198.0,E,2.0,2021-06-10 16:49:37.540,2021-06-10,2021-06-09 00:00:00,2021-06-25,,1960.5993000000003,0.0,0.0
5883,F35299,1586.0,E,2.0,2021-06-11 13:08:25.600,2021-06-11,2021-06-11 00:00:00,2021-06-11,,380.00000000000006,0.0,0.0
5910,F35326,1965.0,E,2.0,2021-06-15 15:28:37.647,2021-06-15,2021-06-15 00:00:00,2021-07-15,,1250.0,0.0,0.0
5924,F35340,1453.0,E,1.0,2021-06-17 13:32:26.667,2021-06-17,2021-06-15 00:00:00,2021-07-17,,6200.000000000001,0.0,0.0
5933,F35349,1539.0,E,3.0,2021-06-18 10:56:48.223,2021-06-18,2021-06-18 00:00:00,2021-07-18,,3900.0000000000005,0.0,0.0
5945,F35361,1266.0,E,2.0,2021-06-21 11:27:43.083,2021-06-21,2021-06-23 00:00:00,2021-08-05,,9064.0,0.0,0.0
5950,F35366,1965.0,E,2.0,2021-06-21 13:26:24.137,2021-06-21,2021-06-21 00:00:00,2021-07-21,,736.0000000000001,110.40000000000002,0.0
5991,F35407,1240.0,E,2.0,2021-06-25 10:26:10.960,2021-06-25,2021-06-25 00:00:00,2021-06-25,,250.0,0.0,0.0
5992,F35408,1240.0,E,2.0,2021-06-25 10:28:09.720,2021-06-25,2021-06-25 00:00:00,2021-06-25,,250.00000000000003,0.0,0.0
5993,F35409,1240.0,E,2.0,2021-06-25 10:31:57.660,2021-06-25,2021-06-25 00:00:00,2021-06-25,,725.0000000000001,0.0,0.0
6014,F35430,1083.0,E,5.0,2021-06-29 10:19:12.720,2021-06-29,2021-06-22 00:00:00,2021-06-29,,8327.41,0.0,0.0
6040,F35456,1429.0,E,1.0,2021-06-30 12:32:16.623,2021-06-30,2021-06-30 00:00:00,2021-08-29,,23625.000000000004,0.0,0.0
6068,F35484,1852.0,E,2.0,2021-07-02 11:09:28.323,2021-07-02,2021-07-02 00:00:00,2021-08-01,,2271.7200000000003,0.0,0.0
6091,F35507,1539.0,C,3.0,2021-07-06 13:14:45.053,2021-07-06,2021-06-24 00:00:00,2021-08-05,2021-07-26,17850.0,0.0,0.0
6092,F35508,1757.0,E,2.0,2021-07-06 14:24:14.313,2021-07-06,2021-05-07 00:00:00,2021-07-06,,1170.6000000000001,0.0,0.0
6099,F35515,1240.0,E,2.0,2021-07-07 10:06:55.430,2021-07-07,2021-07-07 00:00:00,2021-07-07,,1365.0,0.0,0.0
6124,F35540,1429.0,E,1.0,2021-07-09 12:55:46.513,2021-07-09,2021-07-09 00:00:00,2021-09-07,,9450.0,0.0,0.0
6142,F35558,1965.0,E,2.0,2021-07-13 10:54:30.293,2021-07-13,2021-07-09 00:00:00,2021-08-12,,1475.0,221.25,0.0
6203,F35619,1478.0,E,6.0,2021-07-21 09:42:12.340,2021-07-21,2021-07-12 00:00:00,2021-08-20,,3555.0,0.0,0.0
6208,F35624,1016.0,E,3.0,2021-07-21 12:12:02.457,2021-07-21,2021-07-15 00:00:00,2021-08-20,,2200.0,0.0,0.0
6239,F35655,1053.0,E,1.0,2021-07-23 16:07:28.760,2021-07-23,2021-07-16 00:00:00,2021-10-21,,30437.82,0.0,0.0
6248,F35664,1240.0,E,2.0,2021-07-26 16:50:29.010,2021-07-26,2021-07-26 00:00:00,2021-07-26,,546.0,0.0,0.0
6270,F35686,1284.0,E,2.0,2021-07-28 08:49:35.193,2021-07-28,2021-07-28 00:00:00,2021-08-27,,455.0,0.0,0.0
6285,F35701,1965.0,E,2.0,2021-07-29 12:04:42.250,2021-07-29,2021-07-29 00:00:00,2021-08-28,,3414.0,512.1,0.0
6293,F35709,1965.0,E,2.0,2021-07-30 09:17:27.933,2021-07-30,2021-07-29 00:00:00,2021-08-29,,11321.500000000002,1698.23,0.0
6295,F35711,1339.0,E,5.0,2021-07-30 10:08:54.900,2021-07-30,2021-07-30 00:00:00,2021-08-29,,11081.5225,0.0,0.0
6337,F35753,1339.0,C,5.0,2021-08-04 09:08:51.490,2021-08-04,2021-07-29 00:00:00,2021-09-03,2021-08-13,4157.22,0.0,0.0
6344,F35760,1852.0,E,2.0,2021-08-04 13:49:59.100,2021-08-04,2021-08-04 00:00:00,2021-09-03,,3120.0015000000003,0.0,0.0
6349,F35765,1016.0,E,3.0,2021-08-05 08:34:06.453,2021-08-05,2021-08-06 00:00:00,2021-09-04,,5832.000000000001,0.0,0.0
6350,F35766,1539.0,E,3.0,2021-08-05 08:40:00.277,2021-08-05,2021-06-24 00:00:00,2021-09-04,,17850.0,0.0,0.0
6365,F35781,1852.0,E,2.0,2021-08-06 09:06:54.097,2021-08-06,2021-08-06 00:00:00,2021-09-05,,6243.6,0.0,0.0
6381,F35797,1053.0,E,1.0,2021-08-10 09:43:18.737,2021-08-10,2021-08-06 00:00:00,2021-11-08,,17959.23,0.0,0.0
6402,F35818,1459.0,E,2.0,2021-08-12 09:56:47.290,2021-08-12,2021-08-04 00:00:00,2021-09-11,,10742.0,0.0,0.0
6431,F35847,1784.0,E,2.0,2021-08-16 11:32:34.807,2021-08-16,2021-08-13 00:00:00,2021-08-31,,1236.8,0.0,0.0
6464,F35880,1485.0,E,2.0,2021-08-18 14:39:25.627,2021-08-18,2021-08-18 00:00:00,2021-08-18,,2692.706,0.0,0.0
6468,F35884,1757.0,E,2.0,2021-08-19 11:53:57.117,2021-08-19,2021-08-02 00:00:00,2021-08-19,,1420.0000000000002,0.0,0.0
