,CVE_DOC,FECHA_ENT,FECHA_VEN,CAN_TOT
1540,F30956,2020-01-30 00:00:00,2020-01-30,408.8636
1541,F30957,2020-01-30 00:00:00,2020-01-30,112.00000000000001
1542,F30958,2020-01-30 00:00:00,2020-01-30,144.0
1543,F30959,2020-01-24 00:00:00,2020-01-30,2709.0
1544,F30960,2020-01-31 00:00:00,2020-02-15,21024.0
1545,F30961,2020-01-31 00:00:00,2020-01-31,1956.6637
1546,F30962,2020-01-22 00:00:00,2020-01-31,894.6
1547,F30963,2020-01-24 00:00:00,2020-03-01,656.25
1548,F30964,2020-01-31 00:00:00,2020-01-31,4650.0
1549,F30965,2020-01-31 00:00:00,2020-01-31,1337.5580000000002
1550,F30966,2020-01-30 00:00:00,2020-01-31,2500.0000000000005
1551,F30967,2020-01-28 00:00:00,2020-01-31,1039.5
1552,F30968,2020-01-17 00:00:00,2020-01-31,2862.0000000000005
1553,F30969,2020-01-23 00:00:00,2020-01-31,2013.6000000000001
1554,F30970,2020-01-16 00:00:00,2020-01-31,18530.300000000003
1555,F30971,2020-01-31 00:00:00,2020-01-31,7471.26
1556,F30972,2020-01-31 00:00:00,2020-01-31,3900.0000000000005
1557,F30973,2020-01-31 00:00:00,2020-01-31,7520.939600000001
1558,F30974,2020-01-31 00:00:00,2020-01-31,338.62
1559,F30975,2020-01-31 00:00:00,2020-01-31,206.8965
1560,F30976,2020-01-31 00:00:00,2020-01-31,6391.38
1561,F30977,2020-01-27 00:00:00,2020-02-15,2704.0
1562,F30978,2020-01-31 00:00:00,2020-01-31,851.8960000000001
1563,F30979,2020-01-29 00:00:00,2020-01-31,7120.740000000001
1564,F30980,2020-01-31 00:00:00,2020-01-31,258.6206
1565,F30981,2020-01-27 00:00:00,2020-01-31,978.75
1566,F30982,2020-01-22 00:00:00,2020-01-31,1820.8000000000002
1567,F30983,2020-01-31 00:00:00,2020-01-31,13165.3448
1568,F30984,2020-01-31 00:00:00,2020-01-31,1362.0
1569,F30985,2020-01-31 00:00:00,2020-01-31,3400.0000000000005
1570,F30986,2020-01-31 00:00:00,2020-01-31,7750.000000000001
1571,F30987,2020-01-31 00:00:00,2020-01-31,280.17240000000004
1572,F30988,2020-01-31 00:00:00,2020-01-31,5493.405100000001
1573,F30989,2020-01-31 00:00:00,2020-01-31,11250.000000000002
1574,F30990,2020-01-31 00:00:00,2020-01-31,689.6551000000001
1575,F30991,2020-01-31 00:00:00,2020-01-31,4200.0
1576,F30992,2020-01-31 00:00:00,2020-01-31,1537.1551000000002
1577,F30993,2020-01-31 00:00:00,2020-01-31,3196.1206
1578,F30994,2020-01-31 00:00:00,2020-01-31,795.7068
1579,F30995,2020-01-31 00:00:00,2020-01-31,3591.1724000000004
1580,F30996,2020-01-31 00:00:00,2020-01-31,862.0689000000001
1581,F30997,2020-01-31 00:00:00,2020-01-31,303.6206
1582,F30998,2020-01-31 00:00:00,2020-01-31,431.03440000000006
1583,F30999,2020-01-31 00:00:00,2020-01-31,768.1637000000001
1584,F31000,2020-01-31 00:00:00,2020-01-31,13995.8965
1585,F31001,2020-01-31 00:00:00,2020-03-01,1587.2413000000001
1586,F31002,2020-01-30 00:00:00,2020-02-05,936.16
1587,F31003,2020-02-05 00:00:00,2020-03-06,2385.24
1588,F31004,2020-01-30 00:00:00,2020-02-05,936.1600000000001
1589,F31005,2020-01-24 00:00:00,2020-02-05,1681.08
1590,F31006,2020-02-05 00:00:00,2020-02-05,320.73
1591,F31007,2020-01-30 00:00:00,2020-02-05,1517.43
1592,F31008,2020-02-04 00:00:00,2020-02-05,694.575
1593,F31009,2020-02-05 00:00:00,2020-02-05,2096.55
1594,F31010,2020-02-05 00:00:00,2020-02-05,414.4
1595,F31011,2020-02-05 00:00:00,2020-02-05,1004.3103
1596,F31012,2020-02-05 00:00:00,2020-02-05,175.2546
1597,F31013,2020-02-04 00:00:00,2020-02-05,865.6
1598,F31014,2020-02-04 00:00:00,2020-02-05,768.0
1599,F31015,2020-01-31 00:00:00,2020-02-05,349.6936
1600,F31016,2020-02-05 00:00:00,2020-02-05,808.8344
1601,F31017,2020-02-05 00:00:00,2020-02-05,103.0908
1602,F31018,2020-02-05 00:00:00,2020-02-20,2275.0
1603,F31019,2020-02-05 00:00:00,2020-02-05,3569.523
1604,F31020,2020-02-05 00:00:00,2020-02-20,772.091
1605,F31021,2020-02-04 00:00:00,2020-03-22,1640.0
1606,F31022,2020-02-06 00:00:00,2020-02-06,4860.0
1607,F31023,2020-02-05 00:00:00,2020-02-21,3190.0000000000005
1608,F31024,2020-02-06 00:00:00,2020-02-06,507.5
1609,F31025,2020-02-06 00:00:00,2020-02-06,252.00000000000003
1610,F31026,2020-02-06 00:00:00,2020-02-21,101.73
1611,F31027,2020-02-06 00:00:00,2020-02-06,17710.0
1612,F31028,2020-02-06 00:00:00,2020-02-06,415.90950000000004
1613,F31029,2020-01-27 00:00:00,2020-03-07,42000.0
1614,F31030,2020-02-06 00:00:00,2020-02-06,595.0
1615,F31031,2020-02-06 00:00:00,2020-02-06,595.0
1616,F31032,2020-02-06 00:00:00,2020-03-07,3150.0
1617,F31033,2020-02-06 00:00:00,2020-02-06,218.9
1618,F31034,2020-02-06 00:00:00,2020-02-06,2923.5
1619,F31035,2020-02-06 00:00:00,2020-02-06,391.74600000000004
1620,F31036,2020-02-06 00:00:00,2020-02-21,9965.45
1621,F31037,2020-01-27 00:00:00,2020-02-06,13995.900000000001
1622,F31038,2020-01-31 00:00:00,2020-02-06,1056.99
1623,F31039,2020-02-06 00:00:00,2020-02-21,2010.0000000000002
1624,F31040,2020-01-27 00:00:00,2020-02-06,1536.3300000000002
1625,F31041,2020-01-23 00:00:00,2020-03-07,10000.0
1626,F31042,2020-02-06 00:00:00,2020-02-21,252.16000000000003
1627,F31043,2020-02-10 00:00:00,2020-03-07,2541.5
1628,F31044,2020-02-06 00:00:00,2020-02-06,547.5
1629,F31045,2020-02-06 00:00:00,2020-02-06,414.40000000000003
1630,F31046,2020-02-06 00:00:00,2020-02-06,2594.83
1631,F31047,2020-02-06 00:00:00,2020-02-06,1097.047
1632,F31048,2020-02-07 00:00:00,2020-02-21,2718.75
1633,F31049,2020-01-29 00:00:00,2020-02-06,3400.0000000000005
1634,F31050,2020-02-07 00:00:00,2020-02-07,1956.66
1635,F31051,2020-01-29 00:00:00,2020-03-08,7714.200000000001
1636,F31052,2020-01-31 00:00:00,2020-03-08,2125.5
1637,F31053,2020-01-21 00:00:00,2020-03-08,1850.0000000000002
1638,F31054,2020-02-04 00:00:00,2020-03-08,51451.350000000006
1639,F31055,2020-02-07 00:00:00,2020-02-07,952.6600000000001
1640,F31056,2020-01-27 00:00:00,2020-02-07,3600.0000000000005
1641,F31057,2020-02-07 00:00:00,2020-02-07,1651.6365
1642,F31058,2020-02-07 00:00:00,2020-02-22,120.00000000000001
1643,F31059,2020-01-22 00:00:00,2020-02-22,2115.2364
1644,F31060,2020-02-07 00:00:00,2020-02-07,1295.2600000000002
1645,F31061,2020-02-07 00:00:00,2020-02-07,56.050000000000004
1646,F31062,2020-02-07 00:00:00,2020-02-07,3193.34
1647,F31063,2020-01-29 00:00:00,2020-02-07,2412.07
1648,F31064,2020-02-07 00:00:00,2020-02-07,1224.1375
1649,F31065,2020-02-07 00:00:00,2020-02-22,1192.6200000000001
1650,F31066,2020-02-10 00:00:00,2020-03-08,2986.5000000000005
1651,F31067,2020-02-07 00:00:00,2020-02-07,78.3492
1652,F31068,2020-02-07 00:00:00,2020-02-07,45.120000000000005
1653,F31069,2020-02-10 00:00:00,2020-02-25,910.6
1654,F31070,2020-02-10 00:00:00,2020-02-25,1750.0
1655,F31071,2020-02-10 00:00:00,2020-02-10,267.27270000000004
1656,F31072,2020-02-07 00:00:00,2020-02-25,7368.6
1657,F31073,2020-01-28 00:00:00,2020-02-10,912.7400000000001
1658,F31074,2020-02-10 00:00:00,2020-02-10,1282.3275
1659,F31075,2020-01-31 00:00:00,2020-02-10,8400.0
1660,F31076,2020-02-10 00:00:00,2020-02-10,634.0500000000001
1661,F31077,2020-02-10 00:00:00,2020-02-10,634.0500000000001
1662,F31078,2020-01-30 00:00:00,2020-02-10,1193.5845
1663,F31079,2020-02-10 00:00:00,2020-02-10,350.0
1664,F31080,2020-02-10 00:00:00,2020-02-10,840.0000000000001
1665,F31081,2020-02-12 00:00:00,2020-02-19,3612.0
1666,F31082,2020-01-31 00:00:00,2020-02-11,7500.000000000001
1667,F31083,2020-02-11 00:00:00,2020-02-26,1436.0000000000002
1668,F31084,2020-02-06 00:00:00,2020-02-11,5073.700000000001
1669,F31085,2020-02-07 00:00:00,2020-03-12,5750.0
1670,F31086,2020-02-11 00:00:00,2020-02-11,8298.0
1671,F31087,2020-01-10 00:00:00,2020-03-12,4620.0
1672,F31088,2020-01-28 00:00:00,2020-02-11,4700.0
1673,F31089,2020-02-11 00:00:00,2020-02-11,189.00000000000003
1674,F31090,2020-01-30 00:00:00,2020-02-11,717.6
1675,F31091,2020-02-11 00:00:00,2020-02-11,112.10000000000001
1676,F31092,2020-02-06 00:00:00,2020-02-11,1032.2828
1677,F31093,2020-02-11 00:00:00,2020-02-11,3930.0000000000005
1678,F31094,2020-02-05 00:00:00,2020-02-11,258.62
1679,F31095,2020-02-05 00:00:00,2020-02-11,15500.000000000002
1680,F31096,2020-01-07 00:00:00,2020-02-11,655.32
1681,F31097,2020-02-11 00:00:00,2020-02-26,9965.45
1682,F31098,2020-01-22 00:00:00,2020-02-11,1065.6000000000001
1683,F31099,2020-02-05 00:00:00,2020-02-11,2022.42
1684,F31100,2020-02-11 00:00:00,2020-02-11,562.991
1685,F31101,2020-01-28 00:00:00,2020-02-11,26329.440000000002
1686,F31102,2020-01-31 00:00:00,2020-03-12,1587.2400000000002
1687,F31103,2020-02-11 00:00:00,2020-02-11,562.25
1688,F31104,2020-02-07 00:00:00,2020-02-11,1150.1864
1689,F31105,2020-02-10 00:00:00,2020-02-11,350.00000000000006
1690,F31106,2020-02-11 00:00:00,2020-03-12,10731.6
1691,F31107,2020-02-05 00:00:00,2020-02-26,2750.0
1692,F31108,2020-02-11 00:00:00,2020-02-11,7125.894600000001
1693,F31109,2020-02-11 00:00:00,2020-02-11,2909.8955000000005
1694,F31110,2020-02-12 00:00:00,2020-03-13,4722.1
1695,F31111,2020-02-12 00:00:00,2020-02-12,576.0
1696,F31112,2020-02-12 00:00:00,2020-02-12,3300.0000000000005
1697,F31113,2020-01-28 00:00:00,2020-02-27,504.88000000000005
1698,F31114,2020-02-18 00:00:00,2020-02-12,7780.000000000001
1699,F31115,2020-02-07 00:00:00,2020-02-27,3196.2500000000005
1700,F31116,2020-02-17 00:00:00,2020-02-12,5552.000000000001
1701,F31117,2020-02-12 00:00:00,2020-02-12,288.8
1702,F31118,2020-02-12 00:00:00,2020-02-12,25837.500000000004
1703,F31119,2020-02-06 00:00:00,2020-02-12,966.5000000000001
1704,F31120,2020-02-12 00:00:00,2020-02-12,637.0
1705,F31121,2020-02-06 00:00:00,2020-02-12,7520.9400000000005
1706,F31122,2020-02-12 00:00:00,2020-03-13,5850.000000000001
1707,F31123,2020-02-12 00:00:00,2020-02-12,1051.5276000000001
1708,F31124,2020-02-13 00:00:00,2020-02-13,98.97
1709,F31125,2020-02-13 00:00:00,2020-02-13,2104.0
1710,F31126,2020-02-13 00:00:00,2020-02-13,636.9000000000001
1711,F31127,2020-02-07 00:00:00,2020-02-13,980.0000000000001
1712,F31128,2020-02-13 00:00:00,2020-02-13,307.8075
1713,F31129,2020-02-13 00:00:00,2020-02-13,16800.0
1714,F31130,2020-02-13 00:00:00,2020-02-13,252.16000000000003
1715,F31131,2020-02-13 00:00:00,2020-02-13,4287.5
1716,F31132,2020-02-13 00:00:00,2020-02-13,190.0
1717,F31133,2020-02-13 00:00:00,2020-02-13,485.96000000000004
1718,F31134,2020-02-07 00:00:00,2020-03-15,5640.0
1719,F31135,2020-02-17 00:00:00,2020-02-14,4650.0
1720,F31136,2020-01-29 00:00:00,2020-02-29,2850.0000000000005
1721,F31137,2020-02-14 00:00:00,2020-03-15,49800.00000000001
1722,F31138,2020-02-14 00:00:00,2020-02-14,697.0000000000001
1723,F31139,2020-02-05 00:00:00,2020-02-14,574.2
1724,F31140,2020-02-07 00:00:00,2020-02-29,1029.0
1725,F31141,2020-02-11 00:00:00,2020-02-14,5456.0
1726,F31142,2020-02-14 00:00:00,2020-02-14,743.318
1727,F31143,2020-02-14 00:00:00,2020-02-14,332.5
1728,F31144,2019-12-11 00:00:00,2020-02-14,432.76000000000005
1729,F31145,2019-12-11 00:00:00,2020-02-14,432.76000000000005
1730,F31146,2020-02-10 00:00:00,2020-02-29,5310.0
1731,F31147,2020-02-14 00:00:00,2020-02-14,833.8000000000002
1732,F31148,2020-02-12 00:00:00,2020-02-22,3468.0000000000005
1733,F31149,2020-01-29 00:00:00,2020-02-14,713.48
1734,F31150,2020-02-14 00:00:00,2020-02-14,260.0
1735,F31151,2020-01-31 00:00:00,2020-02-14,2094.84
1736,F31152,2020-02-17 00:00:00,2020-02-17,620.0
1737,F31153,2020-02-14 00:00:00,2020-04-17,4856.0
1738,F31154,2020-02-19 00:00:00,2020-03-18,3700.0000000000005
1739,F31155,2020-02-17 00:00:00,2020-03-18,5631.18
1740,F31156,2020-02-13 00:00:00,2020-02-17,1970.5000000000002
1741,F31157,2020-02-10 00:00:00,2020-02-17,1210.17
1742,F31158,2020-02-17 00:00:00,2020-02-17,226.47
1743,F31159,2020-02-10 00:00:00,2020-02-17,1905.5600000000002
1744,F31160,2020-02-12 00:00:00,2020-02-17,2350.4
1745,F31161,2020-02-13 00:00:00,2020-03-18,1112.0
1746,F31162,2020-02-17 00:00:00,2020-02-17,504.32000000000005
1747,F31163,2020-02-17 00:00:00,2020-02-17,140.0
1748,F31164,2020-02-17 00:00:00,2020-02-17,385.00000000000006
1749,F31165,2020-02-17 00:00:00,2020-02-17,597.2900000000001
1750,F31166,2020-02-10 00:00:00,2020-02-18,2762.9399999999996
1751,F31167,2020-02-18 00:00:00,2020-02-18,2762.9400000000005
1752,F31168,2020-02-19 00:00:00,2020-03-19,1230.0
1753,F31169,2020-02-07 00:00:00,2020-02-18,1389.15
1754,F31170,2020-02-14 00:00:00,2020-02-18,431.03440000000006
1755,F31171,2020-01-30 00:00:00,2020-02-18,649.0
1756,F31172,2020-02-10 00:00:00,2020-02-18,1924.8400000000001
1757,F31173,2020-02-18 00:00:00,2020-03-19,4770.4800000000005
1758,F31174,2020-02-18 00:00:00,2020-02-18,190.90900000000002
1759,F31175,2020-01-17 00:00:00,2020-02-18,4866.0
1760,F31176,2020-02-18 00:00:00,2020-02-18,1975.0000000000002
1761,F31177,2020-02-19 00:00:00,2020-02-18,27375.0
1762,F31178,2020-02-18 00:00:00,2020-04-18,8925.0
1763,F31179,2020-02-18 00:00:00,2020-02-18,1309.6363999999999
1764,F31180,2020-02-18 00:00:00,2020-02-18,352.091
1765,F31181,2020-02-14 00:00:00,2020-03-20,11905.05
1766,F31182,2020-02-19 00:00:00,2020-03-05,5905.0
1767,F31183,2020-02-18 00:00:00,2020-02-19,68.98
1768,F31184,2020-02-18 00:00:00,2020-02-19,1479.3200000000002
1769,F31185,2020-02-18 00:00:00,2020-02-27,1052.0
1770,F31186,2020-02-19 00:00:00,2020-02-19,103.45
1771,F31187,2020-02-19 00:00:00,2020-02-19,1126.681
1772,F31188,2020-02-06 00:00:00,2020-02-19,5073.700000000001
1773,F31189,2020-01-28 00:00:00,2020-02-27,6633.6165
1774,F31190,2020-02-19 00:00:00,2020-02-19,1603.8000000000002
1775,F31191,2020-02-04 00:00:00,2020-02-19,1950.0000000000002
1776,F31192,2020-02-19 00:00:00,2020-02-19,183.0
1777,F31193,2020-02-19 00:00:00,2020-02-19,6380.000000000001
1778,F31194,2020-02-19 00:00:00,2020-02-19,442.17300000000006
1779,F31195,2020-02-19 00:00:00,2020-02-19,145.87
1780,F31196,2020-02-17 00:00:00,2020-02-19,1148.64
1781,F31197,2020-02-19 00:00:00,2020-02-19,116.83640000000001
1782,F31198,2020-02-19 00:00:00,2020-02-19,5853.599999999999
1783,F31199,2020-02-20 00:00:00,2020-03-21,373.9
1784,F31200,2020-02-25 00:00:00,2020-03-21,13962.000000000002
1785,F31201,2020-02-20 00:00:00,2020-03-21,1020.6
1786,F31202,2020-02-20 00:00:00,2020-02-20,224.20000000000002
1787,F31203,2020-02-20 00:00:00,2020-02-20,146.83640000000003
1788,F31204,2020-02-20 00:00:00,2020-02-20,2698.7000000000003
1789,F31205,2020-02-20 00:00:00,2020-02-20,524.33
1790,F31206,2020-02-12 00:00:00,2020-02-20,7883.468800000001
1791,F31207,2020-02-20 00:00:00,2020-02-20,120.00000000000001
1792,F31208,2020-01-13 00:00:00,2020-03-21,15067.920000000002
1793,F31209,2020-02-07 00:00:00,2020-02-20,1362.0
1794,F31210,2020-02-20 00:00:00,2020-02-20,637.0
1795,F31211,2020-02-13 00:00:00,2020-03-06,1020.2600000000001
1796,F31212,2020-02-13 00:00:00,2020-02-20,3327.6000000000004
1797,F31213,2020-02-20 00:00:00,2020-04-20,6783.000000000001
1798,F31214,2020-02-20 00:00:00,2020-02-20,1267.42
1799,F31215,2020-02-20 00:00:00,2020-02-20,280.0
1800,F31216,2020-02-20 00:00:00,2020-02-20,180.00000000000003
1801,F31217,2020-02-20 00:00:00,2020-02-20,828.1
1802,F31218,2020-02-20 00:00:00,2020-02-20,3507.2700000000004
1803,F31219,2020-02-14 00:00:00,2020-02-21,6946.0
1804,F31220,2020-02-14 00:00:00,2020-02-21,6370.000000000001
1805,F31221,2020-02-21 00:00:00,2020-02-21,200.0
1806,F31222,2020-02-21 00:00:00,2020-03-07,3150.0000000000005
1807,F31223,2020-02-21 00:00:00,2020-03-07,6930.000000000001
1808,F31224,2020-02-21 00:00:00,2020-03-07,1191.96
1809,F31225,2020-02-26 00:00:00,2020-04-21,2261.0
1810,F31226,2020-02-21 00:00:00,2020-02-21,179.454
1811,F31227,2020-01-21 00:00:00,2020-02-21,30019.2
1812,F31228,2020-02-17 00:00:00,2020-02-21,4745.0
1813,F31229,2020-02-21 00:00:00,2020-02-21,1235.5200000000002
1814,F31230,2020-02-21 00:00:00,2020-02-21,2067.1982000000003
1815,F31231,2020-02-21 00:00:00,2020-02-21,584.182
1816,F31232,2020-02-21 00:00:00,2020-02-21,135.0
1817,F31233,2020-02-14 00:00:00,2020-02-21,674.14
1818,F31234,2020-02-21 00:00:00,2020-02-21,1199.0
1819,F31235,2020-02-21 00:00:00,2020-02-21,227.50000000000003
1820,F31236,2020-02-21 00:00:00,2020-02-21,227.50000000000003
1821,F31237,2020-02-19 00:00:00,2020-02-21,9262.5
1822,F31238,2020-02-26 00:00:00,2020-03-25,1954.0
1823,F31239,2020-02-25 00:00:00,2020-02-24,3300.0000000000005
1824,F31240,2020-02-24 00:00:00,2020-02-24,915.95
1825,F31241,2020-02-13 00:00:00,2020-03-10,12879.000000000002
1826,F31242,2020-02-17 00:00:00,2020-02-24,2980.0000000000005
1827,F31243,2020-02-24 00:00:00,2020-02-24,485.74000000000007
1828,F31244,2020-02-25 00:00:00,2020-02-24,344.83000000000004
1829,F31245,2020-02-24 00:00:00,2020-03-25,4770.4800000000005
1830,F31246,2020-02-24 00:00:00,2020-03-25,10560.300000000001
1831,F31247,2020-02-06 00:00:00,2020-02-24,17710.0
1832,F31248,2020-02-24 00:00:00,2020-02-24,813.0
1833,F31249,2020-02-24 00:00:00,2020-02-24,347.2875
1834,F31250,2020-02-19 00:00:00,2020-02-24,694.575
1835,F31251,2020-02-24 00:00:00,2020-02-24,592.091
1836,F31252,2020-02-24 00:00:00,2020-02-24,592.091
1837,F31253,2020-02-17 00:00:00,2020-02-24,626.6
1838,F31254,2020-02-24 00:00:00,2020-03-25,13855.0
1839,F31255,2020-02-24 00:00:00,2020-02-24,450.0
1840,F31256,2020-02-12 00:00:00,2020-02-24,2771.48
1841,F31257,2020-02-28 00:00:00,2020-04-25,4963.5
1842,F31258,2020-02-25 00:00:00,2020-03-26,1255.0
1843,F31259,2020-02-21 00:00:00,2020-03-11,2100.0
1844,F31260,2020-02-25 00:00:00,2020-02-25,1023.5346000000001
1845,F31261,2019-11-28 00:00:00,2020-02-25,3892.2400000000002
1846,F31262,2020-02-25 00:00:00,2020-02-25,107.10000000000001
1847,F31263,2020-02-25 00:00:00,2020-03-04,112.1
1848,F31264,2020-02-20 00:00:00,2020-02-25,4140.000000000001
1849,F31265,2020-02-25 00:00:00,2020-02-25,799.58
1850,F31266,2020-02-25 00:00:00,2020-02-25,1470.0000000000002
1851,F31267,2020-02-14 00:00:00,2020-02-25,316.32000000000005
1852,F31268,2020-02-25 00:00:00,2020-02-25,386.1
1853,F31269,2020-02-25 00:00:00,2020-02-25,851.7400000000001
1854,F31270,2020-02-25 00:00:00,2020-02-25,4725.0
1855,F31271,2020-02-25 00:00:00,2020-02-25,91.63640000000001
1856,F31272,2020-02-25 00:00:00,2020-02-25,250.00000000000003
1857,F31273,2020-02-20 00:00:00,2020-03-05,4380.0
1858,F31274,2020-02-26 00:00:00,2020-04-26,1050.0
1859,F31275,2020-02-26 00:00:00,2020-02-26,999.9068000000001
1860,F31276,2020-02-21 00:00:00,2020-02-26,2067.2000000000003
1861,F31277,2020-02-18 00:00:00,2020-03-12,6570.64
1862,F31278,2020-02-20 00:00:00,2020-02-26,978.7500000000001
1863,F31279,2020-02-25 00:00:00,2020-02-26,2558.4200000000005
1864,F31280,2020-02-26 00:00:00,2020-03-27,171.81840000000003
1865,F31281,2020-02-26 00:00:00,2020-02-26,1192.6200000000001
1866,F31282,2020-02-26 00:00:00,2020-02-26,798.2800000000001
1867,F31283,2020-02-24 00:00:00,2020-02-26,14800.000000000002
1868,F31284,2020-02-24 00:00:00,2020-02-26,2078.9999000000003
1869,F31285,2020-02-26 00:00:00,2020-02-26,331.94000000000005
1870,F31286,2020-02-19 00:00:00,2020-02-26,782.36
1871,F31287,2020-02-24 00:00:00,2020-02-26,10917.2
1872,F31288,2020-02-26 00:00:00,2020-02-26,4649.857
1873,F31289,2020-02-19 00:00:00,2020-02-26,26700.000000000004
1874,F31290,2020-02-26 00:00:00,2020-02-26,290.33000000000004
1875,F31291,2020-02-26 00:00:00,2020-02-26,468.98
1876,F31292,2020-02-27 00:00:00,2020-02-27,1383.66
1877,F31293,2020-02-27 00:00:00,2020-02-27,975.8100000000001
1878,F31294,2020-02-21 00:00:00,2020-03-13,1717.2
1879,F31295,2020-02-27 00:00:00,2020-02-27,301.73
1880,F31296,2020-02-27 00:00:00,2020-02-27,58.418200000000006
1881,F31297,2020-02-27 00:00:00,2020-02-27,270.90000000000003
1882,F31298,2020-02-18 00:00:00,2020-03-06,944.6
1883,F31299,2020-02-27 00:00:00,2020-03-06,224.20000000000002
1884,F31300,2020-02-27 00:00:00,2020-02-27,750.0000000000001
1885,F31301,2020-02-27 00:00:00,2020-02-27,8000.000000000001
1886,F31302,2020-02-27 00:00:00,2020-02-27,371.60450000000003
1887,F31303,2020-02-07 00:00:00,2020-02-27,930.8000000000001
1888,F31304,2020-02-24 00:00:00,2020-03-28,14753.000000000002
1889,F31305,2020-02-27 00:00:00,2020-03-28,3150.0
1890,F31306,2020-02-27 00:00:00,2020-02-27,2840.0
1891,F31307,2020-02-27 00:00:00,2020-02-27,5702.59
1892,F31308,2020-02-27 00:00:00,2020-02-27,508.5
1893,F31309,2020-02-27 00:00:00,2020-02-27,3034.75
1894,F31310,2020-02-28 00:00:00,2020-02-28,1903.4724
1895,F31311,2020-02-20 00:00:00,2020-03-14,728.5000000000001
1896,F31312,2020-03-03 00:00:00,2020-03-29,12213.000000000002
1897,F31313,2020-02-12 00:00:00,2020-02-28,1907.3
1898,F31314,2020-02-28 00:00:00,2020-02-28,1363.2600000000002
1899,F31315,2020-02-28 00:00:00,2020-02-28,1363.2600000000002
1900,F31316,2020-02-11 00:00:00,2020-03-14,2766.0
1901,F31317,2020-02-28 00:00:00,2020-02-28,2766.0
1902,F31318,2020-02-28 00:00:00,2020-02-28,2766.0
1903,F31319,2020-02-28 00:00:00,2020-02-28,450.99
1904,F31320,2020-02-28 00:00:00,2020-02-28,27753.000000000004
1905,F31321,2020-02-28 00:00:00,2020-02-28,262.5
1906,F31322,2020-02-28 00:00:00,2020-02-28,1034.4827
1907,F31323,2020-02-27 00:00:00,2020-02-28,371.60450000000003
1908,F31324,2020-02-28 00:00:00,2020-02-28,252.16000000000003
1909,F31325,2020-02-28 00:00:00,2020-02-28,244.50000000000003
1910,F31326,2020-02-28 00:00:00,2020-02-28,1464.862
1911,F31327,2020-02-28 00:00:00,2020-02-28,796.8189000000001
1912,F31328,2020-02-28 00:00:00,2020-03-14,4438.5172
1913,F31329,2020-02-28 00:00:00,2020-02-28,2586.2068000000004
1914,F31330,2020-02-28 00:00:00,2020-02-28,775.8620000000001
1915,F31331,2020-02-28 00:00:00,2020-02-28,560.7418
1916,F31332,2020-02-28 00:00:00,2020-02-28,3987.2727000000004
1917,F31333,2020-02-28 00:00:00,2020-02-28,912.0
1918,F31334,2020-02-24 00:00:00,2020-02-28,6935.400000000001
1919,F31335,2020-02-06 00:00:00,2020-02-28,1778.0000000000002
1920,F31336,2020-02-25 00:00:00,2020-02-28,5067.8
1921,F31337,2020-02-28 00:00:00,2020-02-28,300.0
1922,F31338,2020-02-25 00:00:00,2020-02-28,851.7400000000001
1923,F31339,2020-02-27 00:00:00,2020-04-28,71346.0
1924,F31340,2020-03-03 00:00:00,2020-03-14,6576.0
1925,F31341,2020-02-28 00:00:00,2020-02-28,530.1724
1926,F31342,2020-02-28 00:00:00,2020-02-28,2155.1724
1927,F31343,2020-02-28 00:00:00,2020-02-28,1724.1379
1928,F31344,2020-02-28 00:00:00,2020-02-28,1033.5775
1929,F31345,2020-02-28 00:00:00,2020-02-28,1201.0775
1930,F31346,2020-02-28 00:00:00,2020-03-14,4310.3448
1931,F31347,2020-02-28 00:00:00,2020-02-28,1724.1379
1932,F31348,2020-02-28 00:00:00,2020-02-28,724.1379
1933,F31349,2020-02-28 00:00:00,2020-02-28,20250.0
1934,F31350,2020-02-28 00:00:00,2020-03-14,2704.0
1935,F31351,2020-02-28 00:00:00,2020-02-28,643.0
1936,F31352,2020-02-28 00:00:00,2020-02-28,4100.0
1937,F31353,2020-02-28 00:00:00,2020-02-28,631.0
1938,F31354,2020-02-28 00:00:00,2020-02-28,301.8103
1939,F31355,2020-02-28 00:00:00,2020-02-28,4242.4137
1940,F31356,2020-02-28 00:00:00,2020-02-28,3300.0
1941,F31357,2020-02-28 00:00:00,2020-02-28,2840.0
1942,F31358,2020-02-28 00:00:00,2020-02-28,1312.5
1943,F31359,2020-02-28 00:00:00,2020-03-14,2842.0
1944,F31360,2020-02-28 00:00:00,2020-02-28,1677.75
1945,F31361,2020-02-28 00:00:00,2020-02-28,442.1724
1946,F31362,2020-02-28 00:00:00,2020-02-28,27.4396
1947,F31363,2020-02-28 00:00:00,2020-02-28,209.3103
1948,F31364,2020-02-28 00:00:00,2020-02-28,1337.5603
1949,F31365,2020-03-02 00:00:00,2020-03-03,2398.0
1950,F31366,2020-03-03 00:00:00,2020-03-18,624.0600000000001
1951,F31367,2020-02-21 00:00:00,2020-05-07,20700.0
1952,F31368,2020-03-02 00:00:00,2020-03-03,2981.8180000000007
1953,F31369,2020-02-19 00:00:00,2020-03-03,1126.68
1954,F31370,2020-03-02 00:00:00,2020-03-03,286.36350000000004
1955,F31371,2020-03-03 00:00:00,2020-03-03,876.9000000000001
1956,F31372,2020-02-21 00:00:00,2020-04-02,6213.400000000001
1957,F31373,2020-03-03 00:00:00,2020-03-18,1480.0000000000002
