CVE_VEND,FECHAELAB
2.0,2019-11-29 18:31:19.000
2.0,2019-11-29 18:35:13.000
2.0,2019-12-03 12:04:42.000
2.0,2019-12-03 12:21:35.000
2.0,2019-12-03 12:48:43.000
2.0,2019-12-03 12:55:02.000
2.0,2019-12-03 13:05:32.000
2.0,2019-12-03 13:17:52.000
2.0,2019-12-03 13:25:04.000
2.0,2019-12-03 13:31:47.000
2.0,2019-12-03 14:18:03.000
2.0,2019-12-03 14:26:20.000
2.0,2019-12-03 14:31:27.000
2.0,2019-12-04 08:42:02.000
2.0,2019-12-04 09:41:15.000
2.0,2019-12-04 11:44:25.000
2.0,2019-12-04 12:03:44.000
2.0,2019-12-04 12:45:54.000
2.0,2019-12-04 12:47:42.000
2.0,2019-12-04 13:15:36.000
2.0,2019-12-04 17:42:16.000
2.0,2019-12-05 09:13:49.000
2.0,2019-12-05 09:58:03.000
2.0,2019-12-05 12:38:29.000
2.0,2019-12-05 14:44:29.000
2.0,2019-12-05 14:58:50.000
2.0,2019-12-05 17:29:16.000
2.0,2019-12-06 11:33:13.000
2.0,2019-12-06 11:47:51.000
2.0,2019-12-06 12:17:50.000
2.0,2019-12-06 13:00:57.000
2.0,2019-12-06 13:07:34.000
2.0,2019-12-06 13:22:48.000
2.0,2019-12-06 13:27:19.000
2.0,2019-12-06 17:15:39.000
2.0,2019-12-06 17:43:42.000
2.0,2019-12-09 09:21:44.000
2.0,2019-12-09 11:54:22.000
2.0,2019-12-09 12:50:39.000
2.0,2019-12-09 16:39:10.000
2.0,2019-12-09 16:57:40.000
2.0,2019-12-10 11:12:15.000
2.0,2019-12-10 11:25:22.000
2.0,2019-12-10 11:26:33.000
2.0,2019-12-10 11:30:19.000
2.0,2019-12-10 11:48:06.000
2.0,2019-12-10 12:25:48.000
2.0,2019-12-10 12:57:07.000
2.0,2019-12-10 15:00:26.000
2.0,2019-12-11 10:36:35.000
2.0,2019-12-11 11:37:22.000
2.0,2019-12-11 13:49:23.000
2.0,2019-12-11 15:04:20.000
2.0,2019-12-11 16:12:44.000
2.0,2019-12-11 16:53:50.000
2.0,2019-12-13 10:35:50.000
2.0,2019-12-13 12:18:07.000
2.0,2019-12-13 12:34:27.000
2.0,2019-12-13 13:27:31.000
2.0,2019-12-13 13:42:04.000
2.0,2019-12-13 14:26:43.000
2.0,2019-12-13 15:51:37.000
2.0,2019-12-16 09:44:14.000
2.0,2019-12-16 10:18:38.000
2.0,2019-12-16 16:31:09.000
2.0,2019-12-16 16:53:02.000
2.0,2019-12-16 17:31:58.000
2.0,2019-12-17 10:02:48.000
2.0,2019-12-17 11:15:36.000
2.0,2019-12-17 12:05:41.000
2.0,2019-12-17 12:39:40.000
2.0,2019-12-17 13:06:32.000
2.0,2019-12-17 13:39:04.000
2.0,2019-12-17 13:44:48.000
2.0,2019-12-17 14:04:14.000
2.0,2019-12-17 14:26:12.000
2.0,2019-12-17 15:14:23.000
2.0,2019-12-17 16:16:09.000
2.0,2019-12-17 17:54:54.000
2.0,2019-12-18 08:12:45.000
2.0,2019-12-18 08:39:07.000
2.0,2019-12-18 09:12:05.000
2.0,2019-12-18 12:08:26.000
2.0,2019-12-18 14:08:02.000
2.0,2019-12-18 16:03:55.000
2.0,2019-12-18 17:06:23.000
2.0,2019-12-19 11:36:49.000
2.0,2019-12-19 11:43:45.000
2.0,2019-12-19 12:09:39.000
2.0,2019-12-19 12:16:24.000
2.0,2019-12-19 12:29:32.000
2.0,2019-12-19 13:59:50.000
2.0,2019-12-19 16:36:47.000
2.0,2019-12-19 16:58:30.000
2.0,2019-12-20 07:54:09.000
2.0,2019-12-20 08:36:25.000
2.0,2019-12-20 09:38:33.000
2.0,2019-12-20 09:56:03.000
2.0,2019-12-20 11:01:52.000
2.0,2019-12-20 13:33:02.000
2.0,2019-12-20 13:41:08.000
2.0,2019-12-20 16:21:59.000
2.0,2019-12-20 16:24:03.000
2.0,2019-12-20 16:26:36.000
2.0,2019-12-20 16:35:07.000
2.0,2019-12-20 17:02:48.000
2.0,2019-12-20 17:05:40.000
2.0,2019-12-20 17:22:45.000
2.0,2020-01-03 09:52:05.000
2.0,2020-01-03 10:13:19.000
2.0,2020-01-03 10:17:15.000
2.0,2020-01-03 10:22:25.000
2.0,2020-01-03 11:06:51.000
2.0,2020-01-03 16:20:30.000
2.0,2020-01-06 08:39:42.000
2.0,2020-01-06 11:05:25.000
2.0,2020-01-06 11:15:20.000
2.0,2020-01-06 11:55:09.000
2.0,2020-01-06 12:10:33.000
2.0,2020-01-06 13:07:17.000
2.0,2020-01-06 13:53:53.000
2.0,2020-01-07 09:40:31.000
2.0,2020-01-07 10:02:48.000
2.0,2020-01-07 10:11:25.000
2.0,2020-01-07 10:28:05.000
2.0,2020-01-07 10:55:09.000
2.0,2020-01-07 11:50:12.000
2.0,2020-01-07 12:54:17.000
2.0,2020-01-07 13:50:48.000
2.0,2020-01-07 13:52:53.000
2.0,2020-01-07 13:54:15.000
2.0,2020-01-07 17:56:55.000
2.0,2020-01-08 09:57:05.000
2.0,2020-01-08 10:56:30.000
2.0,2020-01-08 11:03:11.000
2.0,2020-01-08 11:15:12.000
2.0,2020-01-08 11:18:32.000
2.0,2020-01-08 12:54:29.000
2.0,2020-01-08 13:22:12.000
2.0,2020-01-08 13:57:08.000
2.0,2020-01-08 16:07:19.000
2.0,2020-01-08 16:40:51.000
2.0,2020-01-08 17:32:09.000
2.0,2020-01-09 09:15:45.000
2.0,2020-01-09 10:26:52.000
2.0,2020-01-09 11:07:54.000
2.0,2020-01-09 11:09:56.000
2.0,2020-01-09 11:49:36.000
2.0,2020-01-09 11:58:25.000
2.0,2020-01-09 12:01:41.000
2.0,2020-01-09 14:10:19.000
2.0,2020-01-09 14:36:07.000
2.0,2020-01-09 17:45:02.000
2.0,2020-01-10 08:21:42.000
2.0,2020-01-10 12:27:55.000
2.0,2020-01-10 13:13:04.000
2.0,2020-01-10 14:11:01.000
2.0,2020-01-10 16:28:11.000
2.0,2020-01-10 16:51:08.000
2.0,2020-01-10 17:12:12.000
2.0,2020-01-10 17:20:21.000
2.0,2020-01-10 17:53:49.000
2.0,2020-01-13 10:19:26.000
2.0,2020-01-13 10:21:38.000
2.0,2020-01-13 10:47:19.000
2.0,2020-01-13 12:53:08.000
2.0,2020-01-13 13:53:45.000
2.0,2020-01-13 14:07:20.000
2.0,2020-01-13 14:13:19.000
2.0,2020-01-13 15:56:39.000
2.0,2020-01-13 16:20:21.000
2.0,2020-01-13 16:38:15.000
2.0,2020-01-14 10:33:36.000
2.0,2020-01-14 10:55:33.000
2.0,2020-01-14 11:22:18.000
2.0,2020-01-14 11:44:09.000
2.0,2020-01-14 11:47:05.000
2.0,2020-01-14 12:55:39.000
2.0,2020-01-14 13:59:38.000
2.0,2020-01-14 17:34:43.000
2.0,2020-01-14 17:53:23.000
2.0,2020-01-15 10:30:49.000
2.0,2020-01-15 11:28:29.000
2.0,2020-01-15 12:23:53.000
2.0,2020-01-15 12:34:27.000
2.0,2020-01-15 13:15:55.000
2.0,2020-01-15 14:38:29.000
2.0,2020-01-15 14:43:42.000
2.0,2020-01-15 14:55:50.000
2.0,2020-01-15 17:00:12.000
2.0,2020-01-15 17:03:24.000
2.0,2020-01-16 11:06:52.000
2.0,2020-01-16 11:20:00.000
2.0,2020-01-16 11:21:16.000
2.0,2020-01-16 12:01:56.000
2.0,2020-01-16 12:16:46.000
2.0,2020-01-16 12:54:24.000
2.0,2020-01-16 13:11:43.000
2.0,2020-01-16 13:15:52.000
2.0,2020-01-16 14:41:41.000
2.0,2020-01-16 16:13:21.000
2.0,2020-01-16 16:46:33.000
2.0,2020-01-17 09:03:22.000
2.0,2020-01-17 10:27:28.000
2.0,2020-01-17 11:27:55.000
2.0,2020-01-17 11:44:04.000
2.0,2020-01-17 11:56:49.000
2.0,2020-01-17 12:35:27.000
2.0,2020-01-17 14:29:16.000
2.0,2020-01-20 11:24:51.000
2.0,2020-01-20 11:38:37.000
2.0,2020-01-20 12:00:39.000
2.0,2020-01-20 13:11:20.000
2.0,2020-01-20 13:28:08.000
2.0,2020-01-20 14:12:58.000
2.0,2020-01-20 14:16:41.000
2.0,2020-01-20 14:30:04.000
2.0,2020-01-20 16:35:59.000
2.0,2020-01-20 16:37:07.000
2.0,2020-01-20 16:39:56.000
2.0,2020-01-20 16:46:44.000
2.0,2020-01-20 17:48:27.000
2.0,2020-01-21 11:02:42.000
2.0,2020-01-21 11:38:55.000
2.0,2020-01-21 11:56:45.000
2.0,2020-01-21 12:28:38.000
2.0,2020-01-21 12:32:06.000
2.0,2020-01-21 13:06:50.000
2.0,2020-01-21 13:09:23.000
2.0,2020-01-21 15:36:02.000
2.0,2020-01-21 16:24:43.000
2.0,2020-01-21 16:42:28.000
2.0,2020-01-22 09:40:22.000
2.0,2020-01-22 10:44:11.000
2.0,2020-01-22 10:58:45.000
2.0,2020-01-22 11:22:01.000
2.0,2020-01-22 11:34:43.000
2.0,2020-01-22 12:04:01.000
2.0,2020-01-22 12:20:01.000
2.0,2020-01-22 12:38:17.000
2.0,2020-01-22 13:24:05.000
2.0,2020-01-22 13:24:56.000
2.0,2020-01-22 13:45:56.000
2.0,2020-01-22 17:11:36.000
2.0,2020-01-23 08:27:31.000
2.0,2020-01-23 12:28:08.000
2.0,2020-01-23 14:19:02.000
2.0,2020-01-23 14:46:52.000
2.0,2020-01-23 14:57:10.000
2.0,2020-01-24 09:54:49.000
2.0,2020-01-24 10:32:39.000
2.0,2020-01-24 11:06:42.000
2.0,2020-01-24 11:27:00.000
2.0,2020-01-24 11:39:10.000
2.0,2020-01-24 11:48:11.000
2.0,2020-01-24 12:27:11.000
2.0,2020-01-24 12:40:31.000
2.0,2020-01-24 12:57:50.000
2.0,2020-01-24 13:21:35.000
2.0,2020-01-24 15:48:25.000
2.0,2020-01-24 16:03:42.000
2.0,2020-01-24 16:04:44.000
2.0,2020-01-24 16:42:03.000
2.0,2020-01-24 17:02:38.000
2.0,2020-01-27 10:41:10.000
2.0,2020-01-27 11:43:15.000
2.0,2020-01-27 12:25:59.000
2.0,2020-01-27 13:07:03.000
2.0,2020-01-27 14:21:30.000
2.0,2020-01-27 14:57:29.000
2.0,2020-01-28 09:37:54.000
2.0,2020-01-28 11:10:43.000
2.0,2020-01-28 11:57:05.000
2.0,2020-01-28 11:58:57.000
2.0,2020-01-28 12:01:57.000
2.0,2020-01-28 12:06:29.000
2.0,2020-01-28 14:30:31.000
2.0,2020-01-28 16:16:31.000
2.0,2020-01-28 16:21:52.000
2.0,2020-01-28 16:24:18.000
2.0,2020-01-28 16:28:26.000
2.0,2020-01-28 16:39:17.000
2.0,2020-01-28 16:48:18.000
2.0,2020-01-28 17:25:48.000
2.0,2020-01-29 11:27:54.000
2.0,2020-01-29 14:10:54.000
2.0,2020-01-29 14:39:04.000
2.0,2020-01-29 16:29:41.000
2.0,2020-01-29 16:46:51.000
2.0,2020-01-29 17:12:14.000
2.0,2020-01-30 11:52:31.000
2.0,2020-01-30 12:34:11.000
2.0,2020-01-30 13:39:57.000
2.0,2020-01-30 13:44:27.000
2.0,2020-01-30 13:49:13.000
2.0,2020-01-30 14:21:31.000
2.0,2020-01-30 15:49:05.000
2.0,2020-01-30 15:52:21.000
2.0,2020-01-30 17:31:21.000
2.0,2020-01-31 09:39:16.000
2.0,2020-01-31 09:57:18.000
2.0,2020-01-31 11:07:34.000
2.0,2020-01-31 11:24:52.000
2.0,2020-01-31 11:41:31.000
2.0,2020-01-31 12:23:05.000
2.0,2020-01-31 12:58:07.000
2.0,2020-01-31 16:39:56.000
2.0,2020-01-31 16:48:50.000
2.0,2020-01-31 17:02:07.000
2.0,2020-01-31 17:11:03.000
2.0,2020-01-31 17:19:13.000
2.0,2020-01-31 17:25:48.000
2.0,2020-01-31 17:30:12.000
2.0,2020-01-31 17:47:17.000
2.0,2020-01-31 17:53:04.000
2.0,2020-01-31 18:03:48.000
2.0,2020-01-31 18:20:31.000
2.0,2020-01-31 18:38:12.000
2.0,2020-01-31 18:40:30.000
2.0,2020-01-31 18:43:18.000
2.0,2020-01-31 18:57:02.000
2.0,2020-01-31 18:58:23.000
2.0,2020-01-31 18:59:55.000
2.0,2020-01-31 19:01:52.000
2.0,2020-01-31 19:03:06.000
2.0,2020-01-31 19:06:13.000
2.0,2020-01-31 19:07:23.000
2.0,2020-02-05 11:42:42.000
2.0,2020-02-05 12:28:49.000
2.0,2020-02-05 12:44:22.000
2.0,2020-02-05 12:53:31.000
2.0,2020-02-05 13:04:56.000
2.0,2020-02-05 13:06:19.000
2.0,2020-02-05 13:16:19.000
2.0,2020-02-05 13:40:53.000
2.0,2020-02-05 14:02:57.000
2.0,2020-02-05 14:06:41.000
2.0,2020-02-05 14:14:11.000
2.0,2020-02-05 14:18:17.000
2.0,2020-02-05 14:28:37.000
2.0,2020-02-05 14:35:21.000
2.0,2020-02-05 14:41:57.000
2.0,2020-02-05 16:39:38.000
2.0,2020-02-05 17:39:33.000
2.0,2020-02-06 08:19:53.000
2.0,2020-02-06 09:04:06.000
2.0,2020-02-06 09:19:12.000
2.0,2020-02-06 09:49:55.000
2.0,2020-02-06 10:11:46.000
2.0,2020-02-06 10:20:49.000
2.0,2020-02-06 10:53:51.000
2.0,2020-02-06 11:00:59.000
2.0,2020-02-06 11:11:24.000
2.0,2020-02-06 11:52:07.000
2.0,2020-02-06 12:02:40.000
2.0,2020-02-06 12:11:43.000
2.0,2020-02-06 12:14:24.000
2.0,2020-02-06 12:25:37.000
2.0,2020-02-06 12:40:30.000
2.0,2020-02-06 13:12:59.000
2.0,2020-02-06 15:45:15.000
2.0,2020-02-06 16:35:32.000
2.0,2020-02-06 16:54:40.000
2.0,2020-02-06 17:05:45.000
2.0,2020-02-06 17:36:15.000
2.0,2020-02-07 10:14:37.000
2.0,2020-02-07 10:31:09.000
2.0,2020-02-07 11:46:21.000
2.0,2020-02-07 11:56:53.000
2.0,2020-02-07 12:55:33.000
2.0,2020-02-07 13:06:09.000
2.0,2020-02-07 13:13:50.000
2.0,2020-02-07 13:19:25.000
2.0,2020-02-07 13:23:34.000
2.0,2020-02-07 14:19:20.000
2.0,2020-02-07 16:03:55.000
2.0,2020-02-07 17:22:25.000
2.0,2020-02-10 09:34:07.000
2.0,2020-02-10 09:35:46.000
2.0,2020-02-10 11:34:30.000
2.0,2020-02-10 12:19:27.000
2.0,2020-02-10 12:28:28.000
2.0,2020-02-10 13:25:16.000
2.0,2020-02-10 13:33:23.000
2.0,2020-02-10 14:43:02.000
2.0,2020-02-10 16:54:27.000
2.0,2020-02-10 16:57:06.000
2.0,2020-02-11 09:54:43.000
2.0,2020-02-11 10:02:33.000
2.0,2020-02-11 10:15:22.000
2.0,2020-02-11 13:11:39.000
2.0,2020-02-11 13:15:13.000
2.0,2020-02-11 13:24:26.000
2.0,2020-02-11 13:55:53.000
2.0,2020-02-11 14:16:49.000
2.0,2020-02-11 14:37:20.000
2.0,2020-02-11 14:55:52.000
2.0,2020-02-11 16:01:27.000
2.0,2020-02-11 16:12:40.000
2.0,2020-02-11 16:28:20.000
2.0,2020-02-11 16:32:37.000
2.0,2020-02-11 16:37:37.000
2.0,2020-02-11 16:46:46.000
2.0,2020-02-11 16:58:36.000
2.0,2020-02-11 17:05:00.000
2.0,2020-02-11 17:05:48.000
2.0,2020-02-11 17:15:44.000
2.0,2020-02-11 17:41:43.000
2.0,2020-02-11 17:53:44.000
2.0,2020-02-12 09:11:18.000
2.0,2020-02-12 09:41:21.000
2.0,2020-02-12 10:54:52.000
2.0,2020-02-12 12:43:48.000
2.0,2020-02-12 13:15:06.000
2.0,2020-02-12 13:33:08.000
2.0,2020-02-12 17:08:37.000
2.0,2020-02-12 17:37:12.000
2.0,2020-02-13 09:06:18.000
2.0,2020-02-13 11:00:00.000
2.0,2020-02-13 11:03:10.000
2.0,2020-02-13 11:56:40.000
2.0,2020-02-13 12:07:42.000
2.0,2020-02-13 12:22:29.000
2.0,2020-02-13 12:40:18.000
2.0,2020-02-13 17:38:13.000
2.0,2020-02-14 09:59:43.000
2.0,2020-02-14 11:00:54.000
2.0,2020-02-14 11:14:34.000
2.0,2020-02-14 11:41:40.000
2.0,2020-02-14 11:51:14.000
2.0,2020-02-14 12:38:51.000
2.0,2020-02-14 12:39:41.000
2.0,2020-02-14 12:52:07.000
2.0,2020-02-14 14:12:59.000
2.0,2020-02-14 15:52:41.000
2.0,2020-02-14 16:37:52.000
2.0,2020-02-14 16:57:25.000
2.0,2020-02-17 10:27:44.000
2.0,2020-02-17 10:55:54.000
2.0,2020-02-17 11:31:07.000
2.0,2020-02-17 14:25:05.000
2.0,2020-02-17 17:22:49.000
2.0,2020-02-17 17:25:01.000
2.0,2020-02-17 17:34:38.000
2.0,2020-02-17 17:50:08.000
2.0,2020-02-17 18:11:08.000
2.0,2020-02-18 09:17:41.000
2.0,2020-02-18 09:26:55.000
2.0,2020-02-18 09:50:12.000
2.0,2020-02-18 10:04:40.000
2.0,2020-02-18 10:18:11.000
2.0,2020-02-18 10:23:21.000
2.0,2020-02-18 10:40:49.000
2.0,2020-02-18 10:59:52.000
2.0,2020-02-18 11:08:42.000
2.0,2020-02-18 15:50:42.000
2.0,2020-02-19 08:43:58.000
2.0,2020-02-19 09:23:26.000
2.0,2020-02-19 09:49:38.000
2.0,2020-02-19 10:42:28.000
2.0,2020-02-19 11:12:06.000
2.0,2020-02-19 11:19:28.000
2.0,2020-02-19 12:09:29.000
2.0,2020-02-19 12:16:10.000
2.0,2020-02-19 14:19:07.000
2.0,2020-02-19 14:22:22.000
2.0,2020-02-19 17:10:41.000
2.0,2020-02-19 17:15:51.000
2.0,2020-02-19 17:30:28.000
2.0,2020-02-19 17:33:02.000
2.0,2020-02-19 18:00:08.000
2.0,2020-02-20 09:23:06.000
2.0,2020-02-20 09:48:08.000
2.0,2020-02-20 10:45:48.000
2.0,2020-02-20 12:07:28.000
2.0,2020-02-20 12:16:45.000
2.0,2020-02-20 12:38:25.000
2.0,2020-02-20 13:37:04.000
2.0,2020-02-20 14:07:40.000
2.0,2020-02-20 14:22:29.000
2.0,2020-02-20 14:39:56.000
2.0,2020-02-20 18:08:03.000
2.0,2020-02-21 10:16:10.000
2.0,2020-02-21 10:22:00.000
2.0,2020-02-21 10:29:17.000
2.0,2020-02-21 10:32:03.000
2.0,2020-02-21 10:52:47.000
2.0,2020-02-21 11:43:38.000
2.0,2020-02-21 11:48:36.000
2.0,2020-02-21 12:05:46.000
2.0,2020-02-21 13:43:39.000
2.0,2020-02-21 15:19:15.000
2.0,2020-02-21 16:56:35.000
2.0,2020-02-21 17:51:40.000
2.0,2020-02-21 17:54:08.000
2.0,2020-02-24 09:22:30.000
2.0,2020-02-24 09:51:46.000
2.0,2020-02-24 10:33:31.000
2.0,2020-02-24 11:00:31.000
2.0,2020-02-24 11:31:00.000
2.0,2020-02-24 11:45:49.000
2.0,2020-02-24 11:59:13.000
2.0,2020-02-24 13:53:52.000
2.0,2020-02-24 13:59:22.000
2.0,2020-02-24 14:01:31.000
2.0,2020-02-24 15:45:26.000
2.0,2020-02-24 16:10:17.000
2.0,2020-02-24 17:58:06.000
2.0,2020-02-25 10:11:42.000
2.0,2020-02-25 10:14:07.000
2.0,2020-02-25 10:42:06.000
2.0,2020-02-25 11:09:40.000
2.0,2020-02-25 11:42:21.000
2.0,2020-02-25 11:45:54.000
2.0,2020-02-25 12:12:41.000
2.0,2020-02-25 12:43:04.000
2.0,2020-02-25 13:28:57.000
2.0,2020-02-25 14:50:31.000
2.0,2020-02-25 15:04:48.000
2.0,2020-02-26 10:50:35.000
2.0,2020-02-26 10:54:01.000
2.0,2020-02-26 11:06:12.000
2.0,2020-02-26 11:25:44.000
2.0,2020-02-26 11:48:07.000
2.0,2020-02-26 13:02:22.000
2.0,2020-02-26 13:06:49.000
2.0,2020-02-26 13:23:02.000
2.0,2020-02-26 13:31:22.000
2.0,2020-02-26 13:46:50.000
2.0,2020-02-26 17:00:19.000
2.0,2020-02-26 17:57:57.000
2.0,2020-02-26 18:01:48.000
2.0,2020-02-27 09:35:06.000
2.0,2020-02-27 10:24:09.000
2.0,2020-02-27 10:45:01.000
2.0,2020-02-27 10:57:05.000
2.0,2020-02-27 11:04:56.000
2.0,2020-02-27 11:07:01.000
2.0,2020-02-27 11:13:22.000
2.0,2020-02-27 11:25:57.000
2.0,2020-02-27 12:12:17.000
2.0,2020-02-27 12:37:28.000
2.0,2020-02-27 12:44:02.000
2.0,2020-02-27 14:34:28.000
2.0,2020-02-27 16:55:07.000
2.0,2020-02-27 17:10:54.000
2.0,2020-02-27 17:25:38.000
2.0,2020-02-28 10:16:14.000
2.0,2020-02-28 10:18:35.000
2.0,2020-02-28 11:37:41.000
2.0,2020-02-28 12:04:26.000
2.0,2020-02-28 12:06:13.000
2.0,2020-02-28 12:10:59.000
2.0,2020-02-28 12:12:28.000
2.0,2020-02-28 12:13:48.000
2.0,2020-02-28 12:32:20.000
2.0,2020-02-28 12:50:58.000
2.0,2020-02-28 13:01:51.000
2.0,2020-02-28 13:05:49.000
2.0,2020-02-28 13:25:46.000
2.0,2020-02-28 13:57:39.000
2.0,2020-02-28 14:17:48.000
2.0,2020-02-28 14:22:08.000
2.0,2020-02-28 14:24:34.000
2.0,2020-02-28 14:28:28.000
2.0,2020-02-28 14:43:36.000
2.0,2020-02-28 16:40:51.000
2.0,2020-02-28 16:54:46.000
2.0,2020-02-28 17:22:54.000
2.0,2020-02-28 17:31:57.000
2.0,2020-02-28 17:40:58.000
2.0,2020-02-28 17:54:13.000
2.0,2020-02-28 18:56:12.000
2.0,2020-02-28 18:58:31.000
2.0,2020-02-28 19:00:29.000
2.0,2020-02-28 19:02:06.000
2.0,2020-02-28 19:03:42.000
2.0,2020-02-28 19:05:31.000
2.0,2020-02-28 19:10:38.000
2.0,2020-02-28 19:13:35.000
2.0,2020-02-28 19:15:25.000
2.0,2020-02-28 19:22:42.000
2.0,2020-02-28 19:24:00.000
2.0,2020-02-28 19:26:02.000
2.0,2020-02-28 19:27:20.000
2.0,2020-02-28 19:28:41.000
2.0,2020-02-28 19:30:29.000
2.0,2020-02-28 19:37:16.000
2.0,2020-02-28 19:39:58.000
2.0,2020-02-28 19:41:24.000
2.0,2020-02-28 19:42:36.000
2.0,2020-02-28 19:43:45.000
2.0,2020-03-03 09:37:42.000
2.0,2020-03-03 10:22:18.000
2.0,2020-03-03 10:29:30.000
2.0,2020-03-03 10:33:39.000
2.0,2020-03-03 10:43:04.000
2.0,2020-03-03 11:06:40.000
2.0,2020-03-03 11:17:19.000
2.0,2020-03-03 11:54:55.000
2.0,2020-03-03 12:09:01.000
2.0,2020-03-03 12:12:36.000
2.0,2020-03-03 12:17:16.000
2.0,2020-03-03 12:22:26.000
2.0,2020-03-03 12:28:29.000
2.0,2020-03-03 13:03:46.000
2.0,2020-03-03 13:08:25.000
2.0,2020-03-03 13:12:09.000
2.0,2020-03-03 13:26:50.000
2.0,2020-03-03 13:31:11.000
2.0,2020-03-03 13:34:27.000
2.0,2020-03-03 14:35:01.000
2.0,2020-03-03 17:04:27.000
2.0,2020-03-03 17:05:27.000
2.0,2020-03-03 17:22:15.000
2.0,2020-03-04 10:15:15.000
2.0,2020-03-04 10:38:01.000
2.0,2020-03-04 11:31:11.000
2.0,2020-03-04 12:00:36.000
2.0,2020-03-04 12:06:18.000
2.0,2020-03-04 12:12:01.000
2.0,2020-03-04 12:17:10.000
2.0,2020-03-04 13:55:11.000
2.0,2020-03-04 14:23:04.000
2.0,2020-03-04 14:33:24.000
2.0,2020-03-04 16:41:00.000
2.0,2020-03-04 17:29:44.000
2.0,2020-03-04 17:32:19.000
2.0,2020-03-04 18:08:32.000
2.0,2020-03-05 09:20:03.000
2.0,2020-03-05 09:21:27.000
2.0,2020-03-05 09:22:06.000
2.0,2020-03-05 11:22:30.000
2.0,2020-03-05 11:53:48.000
2.0,2020-03-05 12:57:56.000
2.0,2020-03-05 17:19:05.000
2.0,2020-03-05 17:23:39.000
2.0,2020-03-05 17:31:59.000
2.0,2020-03-06 09:28:45.000
2.0,2020-03-06 10:32:41.000
2.0,2020-03-06 11:16:08.000
2.0,2020-03-06 11:20:59.000
2.0,2020-03-06 17:29:44.000
2.0,2020-03-06 17:34:27.000
2.0,2020-03-06 17:48:48.000
2.0,2020-03-09 09:07:04.000
2.0,2020-03-09 10:17:08.000
2.0,2020-03-09 11:36:18.000
2.0,2020-03-09 11:42:38.000
2.0,2020-03-09 11:52:02.000
2.0,2020-03-09 12:55:16.000
2.0,2020-03-09 14:04:09.000
2.0,2020-03-09 17:56:54.000
2.0,2020-03-09 17:58:06.000
2.0,2020-03-09 18:03:20.000
2.0,2020-03-10 12:32:36.000
2.0,2020-03-10 14:08:43.000
2.0,2020-03-10 14:28:25.000
2.0,2020-03-10 16:09:08.000
2.0,2020-03-10 16:24:23.000
2.0,2020-03-10 17:18:48.000
2.0,2020-03-10 18:02:13.000
2.0,2020-03-10 18:03:10.000
2.0,2020-03-11 09:28:56.000
2.0,2020-03-11 10:38:35.000
2.0,2020-03-11 11:12:44.000
2.0,2020-03-11 11:52:31.000
2.0,2020-03-11 12:19:16.000
2.0,2020-03-11 16:34:30.000
2.0,2020-03-12 10:05:18.000
2.0,2020-03-12 10:54:29.000
2.0,2020-03-12 12:42:24.000
2.0,2020-03-12 13:12:31.000
2.0,2020-03-12 13:45:02.000
2.0,2020-03-12 16:22:09.000
2.0,2020-03-12 16:40:34.000
2.0,2020-03-12 17:03:16.000
2.0,2020-03-12 17:06:09.000
2.0,2020-03-12 17:14:11.000
2.0,2020-03-13 09:58:23.000
2.0,2020-03-13 10:01:27.000
2.0,2020-03-13 10:46:49.000
2.0,2020-03-13 10:49:00.000
2.0,2020-03-13 10:53:16.000
2.0,2020-03-13 13:09:37.000
2.0,2020-03-13 14:14:15.000
2.0,2020-03-13 14:47:46.000
2.0,2020-03-13 16:31:48.000
2.0,2020-03-13 16:44:15.000
2.0,2020-03-13 16:45:55.000
2.0,2020-03-13 17:00:50.000
2.0,2020-03-13 17:09:31.000
2.0,2020-03-13 17:11:14.000
2.0,2020-03-13 17:21:56.000
2.0,2020-03-17 09:01:04.000
2.0,2020-03-17 09:57:00.000
2.0,2020-03-17 10:36:48.000
2.0,2020-03-17 10:52:38.000
2.0,2020-03-17 13:08:11.000
2.0,2020-03-17 13:40:20.000
2.0,2020-03-17 13:41:52.000
2.0,2020-03-17 16:25:35.000
2.0,2020-03-17 16:56:34.000
2.0,2020-03-17 17:25:39.000
2.0,2020-03-18 08:36:34.000
2.0,2020-03-18 10:09:19.000
2.0,2020-03-18 11:03:05.000
2.0,2020-03-18 11:22:05.000
2.0,2020-03-18 11:23:20.000
2.0,2020-03-18 11:24:38.000
2.0,2020-03-18 11:25:24.000
2.0,2020-03-18 11:26:06.000
2.0,2020-03-18 12:28:17.000
2.0,2020-03-18 12:46:50.000
2.0,2020-03-19 08:43:01.000
2.0,2020-03-19 09:52:37.000
2.0,2020-03-19 10:03:02.000
2.0,2020-03-19 10:57:59.000
2.0,2020-03-19 11:36:35.000
2.0,2020-03-19 11:37:27.000
2.0,2020-03-19 11:38:18.000
2.0,2020-03-19 11:45:12.000
2.0,2020-03-19 11:54:38.000
2.0,2020-03-19 13:40:35.000
2.0,2020-03-19 14:16:07.000
2.0,2020-03-19 16:32:59.000
2.0,2020-03-19 18:04:41.000
2.0,2020-03-20 08:46:48.000
2.0,2020-03-20 10:48:38.000
2.0,2020-03-20 10:54:35.000
2.0,2020-03-20 11:08:43.000
2.0,2020-03-20 11:26:34.000
2.0,2020-03-20 12:32:08.000
2.0,2020-03-20 12:43:10.000
2.0,2020-03-20 13:01:17.000
2.0,2020-03-20 13:21:15.000
