,Referencia,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
740,741,2004-09-21,Parking,Venta,Tarragona,126.0,1184274.0,2005-07-28,María
741,742,2004-09-22,Suelo,Venta,Barcelona,218.0,1330236.0,2004-12-27,Pedro
742,743,2004-09-22,Local,Venta,Lleida,56.0,542864.0,2005-09-08,María
743,744,2004-09-22,Casa,Venta,Barcelona,99.0,538065.0,2005-06-19,Jesús
744,745,2004-09-22,Suelo,Venta,Lleida,83.0,445295.0,2005-01-30,Pedro
748,749,2004-09-23,Local,Venta,Lleida,114.0,679554.0,2005-09-16,Pedro
750,751,2004-09-23,Parking,Venta,Girona,132.0,556116.0,2005-09-11,Luisa
751,752,2004-09-25,Local,Venta,Barcelona,182.0,1509872.0,2005-08-05,Luisa
752,753,2004-09-25,Local,Venta,Lleida,67.0,399655.0,2005-08-13,Luisa
756,757,2004-09-26,Industrial,Venta,Barcelona,42.0,306726.0,2005-06-16,Jesús
757,758,2004-09-26,Piso,Venta,Barcelona,272.0,1535168.0,2005-07-26,Luisa
760,761,2004-09-26,Local,Venta,Girona,50.0,411700.0,2005-01-05,Carmen
761,762,2004-09-26,Parking,Venta,Barcelona,48.0,371712.0,2005-08-14,María
767,768,2004-09-29,Piso,Venta,Girona,231.0,1213212.0,2005-06-24,Carmen
768,769,2004-10-02,Casa,Venta,Barcelona,159.0,1162131.0,2005-08-25,Pedro
770,771,2004-10-04,Industrial,Venta,Girona,44.0,223564.0,2005-09-26,Luisa
771,772,2004-10-04,Suelo,Venta,Barcelona,277.0,1363948.0,2005-01-02,Jesús
772,773,2004-10-04,Suelo,Venta,Lleida,59.0,484744.0,2005-05-27,Joaquín
774,775,2004-10-05,Local,Venta,Lleida,204.0,1606500.0,2005-07-25,Carmen
775,776,2004-10-05,Parking,Venta,Lleida,76.0,411160.0,2005-02-15,Joaquín
779,780,2004-10-06,Local,Venta,Tarragona,185.0,1607280.0,2005-03-28,Carmen
781,782,2004-10-06,Suelo,Venta,Girona,74.0,299996.0,2005-09-02,María
785,786,2004-10-06,Parking,Venta,Lleida,224.0,913248.0,2005-07-03,Jesús
786,787,2004-10-06,Casa,Venta,Barcelona,279.0,2064879.0,2005-05-07,María
787,788,2004-10-07,Casa,Venta,Girona,92.0,853852.0,2005-09-25,Carmen
788,789,2004-10-07,Piso,Venta,Barcelona,251.0,1781849.0,2005-07-23,Luisa
789,790,2004-10-07,Piso,Venta,Tarragona,108.0,647460.0,2005-03-10,Luisa
790,791,2004-10-08,Industrial,Venta,Girona,113.0,869196.0,2005-07-28,Jesús
791,792,2004-10-08,Piso,Venta,Tarragona,292.0,1565120.0,2005-10-02,Joaquín
792,793,2004-10-08,Piso,Venta,Lleida,88.0,507320.0,2005-09-06,María
797,798,2004-10-11,Piso,Venta,Girona,222.0,1478742.0,2005-09-24,Jesús
801,802,2004-10-13,Suelo,Venta,Lleida,114.0,1106028.0,2005-02-27,María
803,804,2004-10-13,Industrial,Venta,Girona,114.0,580032.0,2005-03-28,Jesús
808,809,2004-10-15,Casa,Venta,Tarragona,222.0,1292484.0,2005-10-01,Pedro
809,810,2004-10-15,Industrial,Venta,Barcelona,51.0,334305.0,2005-09-25,Carmen
810,811,2004-10-16,Industrial,Venta,Lleida,214.0,1805518.0,2005-08-30,Carmen
812,813,2004-10-17,Casa,Venta,Girona,138.0,733470.0,2005-04-04,Pedro
814,815,2004-10-17,Industrial,Venta,Tarragona,182.0,1690416.0,2005-09-04,Pedro
818,819,2004-10-19,Parking,Venta,Barcelona,102.0,562632.0,2005-09-01,Luisa
820,821,2004-10-19,Parking,Venta,Girona,161.0,1392006.0,2005-07-12,María
821,822,2004-10-20,Industrial,Venta,Tarragona,259.0,1628333.0,2005-08-09,María
822,823,2004-10-20,Parking,Venta,Lleida,177.0,992793.0,2005-03-20,Carmen
824,825,2004-10-21,Local,Venta,Tarragona,172.0,866880.0,2005-09-01,Luisa
826,827,2004-10-22,Industrial,Venta,Tarragona,149.0,1391809.0,2005-08-06,Pedro
828,829,2004-10-23,Local,Venta,Lleida,152.0,1218888.0,2005-03-04,Joaquín
829,830,2004-10-24,Local,Venta,Lleida,143.0,1409551.0,2005-04-23,Jesús
830,831,2004-10-24,Parking,Venta,Girona,115.0,880900.0,2005-07-04,Carmen
833,834,2004-10-24,Casa,Venta,Barcelona,73.0,592103.0,2005-03-21,Jesús
834,835,2004-10-25,Parking,Venta,Lleida,168.0,1276800.0,2005-07-25,Carmen
835,836,2004-10-25,Suelo,Venta,Tarragona,274.0,2124596.0,2005-02-21,Carmen
836,837,2004-10-27,Local,Venta,Girona,127.0,1021334.0,2005-05-21,Joaquín
838,839,2004-10-27,Local,Venta,Lleida,109.0,1029178.0,2005-07-13,Joaquín
840,841,2004-10-27,Piso,Venta,Girona,120.0,1061160.0,2005-04-13,Luisa
841,842,2004-10-29,Suelo,Venta,Barcelona,109.0,942196.0,2005-08-31,Joaquín
842,843,2004-10-30,Casa,Venta,Barcelona,175.0,1712725.0,2005-03-12,Carmen
844,845,2004-10-31,Industrial,Venta,Tarragona,280.0,1485680.0,2005-10-23,Luisa
848,849,2004-11-01,Casa,Venta,Tarragona,120.0,1003320.0,2005-07-18,Carmen
852,853,2004-11-02,Piso,Venta,Tarragona,246.0,1708716.0,2005-03-16,Jesús
854,855,2004-11-03,Suelo,Venta,Girona,223.0,1650200.0,2005-08-28,Carmen
855,856,2004-11-03,Industrial,Venta,Barcelona,247.0,995657.0,2005-06-29,Jesús
856,857,2004-11-03,Industrial,Venta,Girona,238.0,2379048.0,2005-09-08,María
858,859,2004-11-03,Suelo,Venta,Barcelona,65.0,397540.0,2005-05-22,Joaquín
859,860,2004-11-03,Piso,Venta,Lleida,288.0,2242656.0,2005-02-11,Jesús
863,864,2004-11-06,Industrial,Venta,Girona,108.0,553608.0,2005-02-04,Luisa
865,866,2004-11-07,Parking,Venta,Girona,136.0,1054544.0,2005-09-18,María
866,867,2004-11-07,Suelo,Venta,Tarragona,82.0,418692.0,2005-09-10,Luisa
867,868,2004-11-07,Suelo,Venta,Tarragona,127.0,912114.0,2005-09-20,Joaquín
869,870,2004-11-08,Industrial,Venta,Tarragona,245.0,1951180.0,2005-04-06,Luisa
873,874,2004-11-09,Piso,Venta,Tarragona,80.0,458560.0,2005-02-22,Pedro
875,876,2004-11-09,Industrial,Venta,Tarragona,114.0,968658.0,2005-06-29,María
881,882,2004-11-11,Local,Venta,Tarragona,220.0,970420.0,2005-08-28,Luisa
882,883,2004-11-11,Piso,Venta,Girona,266.0,1370964.0,2005-10-22,María
883,884,2004-11-11,Piso,Venta,Girona,125.0,590875.0,2005-09-20,Carmen
885,886,2004-11-12,Piso,Venta,Girona,133.0,1191281.0,2005-06-28,Joaquín
890,891,2004-11-13,Casa,Venta,Girona,255.0,2543625.0,2005-08-29,Pedro
892,893,2004-11-14,Casa,Venta,Tarragona,228.0,1115604.0,2005-09-21,Pedro
897,898,2004-11-15,Casa,Venta,Barcelona,258.0,2449452.0,2005-03-14,Jesús
898,899,2004-11-16,Local,Venta,Barcelona,58.0,315810.0,2005-06-14,Jesús
903,904,2004-11-17,Piso,Venta,Barcelona,62.0,455762.0,2005-07-25,Pedro
907,908,2004-11-18,Parking,Venta,Girona,134.0,933444.0,2005-04-17,Pedro
908,909,2004-11-18,Industrial,Venta,Tarragona,127.0,1204595.0,2005-04-15,Carmen
913,914,2004-11-20,Piso,Venta,Girona,48.0,366480.0,2005-09-19,Pedro
916,917,2004-11-21,Parking,Venta,Tarragona,263.0,1719757.0,2005-08-28,Pedro
919,920,2004-11-23,Industrial,Venta,Barcelona,137.0,1242042.0,2005-08-08,Luisa
920,921,2004-11-24,Suelo,Venta,Tarragona,163.0,1273030.0,2005-06-16,Luisa
922,923,2004-11-24,Suelo,Venta,Tarragona,257.0,1440742.0,2005-07-09,Carmen
929,930,2004-11-27,Local,Venta,Tarragona,161.0,1604687.0,2005-03-05,Luisa
930,931,2004-11-27,Suelo,Venta,Lleida,223.0,2053384.0,2005-11-13,Carmen
931,932,2004-11-29,Parking,Venta,Lleida,121.0,754435.0,2005-04-23,Joaquín
937,938,2004-12-01,Local,Venta,Barcelona,158.0,766774.0,2005-03-24,Pedro
939,940,2004-12-02,Industrial,Venta,Barcelona,249.0,1662822.0,2005-07-11,Luisa
940,941,2004-12-02,Industrial,Venta,Barcelona,68.0,614244.0,2005-05-11,Jesús
942,943,2004-12-03,Piso,Venta,Tarragona,268.0,1273000.0,2005-06-16,Carmen
944,945,2004-12-04,Piso,Venta,Tarragona,162.0,894888.0,2005-03-26,Pedro
945,946,2004-12-04,Piso,Venta,Girona,243.0,1447551.0,2005-09-13,Pedro
946,947,2004-12-04,Suelo,Venta,Lleida,103.0,474624.0,2005-03-25,Carmen
949,950,2004-12-05,Piso,Venta,Girona,233.0,2153852.0,2005-03-11,Pedro
951,952,2004-12-07,Industrial,Venta,Barcelona,142.0,954808.0,2005-06-18,María
953,954,2004-12-08,Parking,Venta,Lleida,68.0,330956.0,2005-09-18,María
954,955,2004-12-09,Suelo,Venta,Girona,200.0,1938400.0,2005-08-25,María
955,956,2004-12-09,Piso,Venta,Tarragona,80.0,509840.0,2005-05-21,Carmen
958,959,2004-12-10,Parking,Venta,Tarragona,291.0,1872876.0,2005-05-16,María
959,960,2004-12-10,Suelo,Venta,Girona,275.0,1732500.0,2005-07-10,Joaquín
962,963,2004-12-11,Local,Venta,Lleida,190.0,1593720.0,2005-05-28,Pedro
963,964,2004-12-11,Suelo,Venta,Girona,185.0,1038590.0,2005-07-15,Luisa
964,965,2004-12-11,Industrial,Venta,Girona,56.0,525616.0,2005-08-15,Joaquín
966,967,2004-12-12,Piso,Venta,Girona,175.0,722925.0,2005-03-18,Carmen
968,969,2004-12-14,Piso,Venta,Lleida,272.0,2581552.0,2005-10-22,Pedro
970,971,2004-12-14,Piso,Venta,Lleida,200.0,1145600.0,2005-09-22,María
971,972,2004-12-14,Piso,Venta,Girona,219.0,1059303.0,2005-07-27,Joaquín
974,975,2004-12-16,Suelo,Venta,Lleida,77.0,409563.0,2005-07-30,Pedro
977,978,2004-12-17,Casa,Venta,Tarragona,115.0,659295.0,2005-10-09,María
979,980,2004-12-18,Suelo,Venta,Barcelona,122.0,589016.0,2005-10-04,Joaquín
980,981,2004-12-18,Local,Venta,Girona,278.0,2273762.0,2005-11-30,Pedro
986,987,2004-12-21,Industrial,Venta,Lleida,258.0,1894752.0,2005-08-21,Carmen
988,989,2004-12-21,Piso,Venta,Lleida,81.0,528120.0,2005-07-09,Joaquín
989,990,2004-12-21,Industrial,Venta,Barcelona,182.0,1717898.0,2005-04-24,Pedro
992,993,2004-12-22,Industrial,Venta,Tarragona,201.0,1911510.0,2005-06-23,Luisa
993,994,2004-12-22,Local,Venta,Girona,187.0,1346961.0,2005-12-20,Joaquín
997,998,2004-12-23,Local,Venta,Girona,219.0,2101743.0,2005-07-30,Luisa
998,999,2004-12-23,Industrial,Venta,Girona,67.0,430743.0,2005-06-06,Pedro
999,1000,2004-12-24,Parking,Venta,Lleida,300.0,2707200.0,2005-10-15,Luisa
1000,1001,2004-12-25,Local,Venta,Barcelona,250.0,1368750.0,2005-06-07,Luisa
1002,1003,2004-12-25,Parking,Venta,Tarragona,87.0,638058.0,2005-07-19,Jesús
1003,1004,2004-12-26,Piso,Venta,Lleida,95.0,866780.0,2005-04-15,Jesús
1005,1006,2004-12-26,Suelo,Venta,Lleida,215.0,1706240.0,2005-04-25,Pedro
1007,1008,2004-12-27,Casa,Venta,Lleida,121.0,622787.0,2005-05-02,Carmen
1009,1010,2004-12-27,Parking,Venta,Girona,211.0,945702.0,2005-12-04,Luisa
1013,1014,2004-12-31,Casa,Venta,Barcelona,146.0,1457226.0,2005-11-05,María
1016,1017,2005-01-01,Parking,Venta,Girona,217.0,2101862.0,2005-10-23,Carmen
1018,1019,2005-01-02,Suelo,Venta,Lleida,47.0,369984.0,2005-08-24,Jesús
1027,1028,2005-01-05,Casa,Venta,Lleida,81.0,610416.0,2005-11-25,Joaquín
1034,1035,2005-01-07,Industrial,Venta,Barcelona,252.0,2398788.0,2005-11-19,Jesús
1035,1036,2005-01-07,Local,Venta,Lleida,180.0,1636560.0,2005-08-31,Luisa
1036,1037,2005-01-08,Industrial,Venta,Lleida,271.0,2496723.0,2005-12-12,Jesús
1039,1040,2005-01-09,Local,Venta,Barcelona,162.0,1315440.0,2005-09-16,Jesús
1041,1042,2005-01-10,Suelo,Venta,Tarragona,90.0,374310.0,2005-12-07,María
1049,1050,2005-01-12,Casa,Venta,Tarragona,120.0,703680.0,2005-09-16,Carmen
1050,1051,2005-01-12,Parking,Venta,Lleida,246.0,1940448.0,2005-10-08,Pedro
1051,1052,2005-01-12,Casa,Venta,Girona,75.0,624600.0,2005-12-12,María
1052,1053,2005-01-13,Industrial,Venta,Girona,42.0,224280.0,2005-07-10,María
1056,1057,2005-01-15,Casa,Venta,Barcelona,90.0,599850.0,2005-12-30,María
1057,1058,2005-01-15,Parking,Venta,Barcelona,221.0,1919827.0,2006-01-06,Joaquín
1059,1060,2005-01-17,Piso,Venta,Barcelona,80.0,500560.0,2005-12-11,Jesús
1060,1061,2005-01-17,Industrial,Venta,Barcelona,45.0,259515.0,2005-12-17,Joaquín
1061,1062,2005-01-18,Parking,Venta,Tarragona,68.0,652052.0,2005-09-20,Joaquín
1065,1066,2005-01-20,Suelo,Venta,Girona,287.0,2808008.0,2005-06-24,Pedro
1066,1067,2005-01-20,Suelo,Venta,Lleida,108.0,892620.0,2005-11-08,Pedro
1067,1068,2005-01-21,Parking,Venta,Barcelona,221.0,1471197.0,2005-10-17,Joaquín
1068,1069,2005-01-21,Local,Venta,Tarragona,108.0,1065744.0,2005-05-03,Pedro
1069,1070,2005-01-21,Parking,Venta,Lleida,232.0,1162784.0,2005-08-23,Pedro
1070,1071,2005-01-21,Parking,Venta,Girona,118.0,1134452.0,2005-04-27,Carmen
1075,1076,2005-01-23,Parking,Venta,Lleida,72.0,298368.0,2005-04-26,Luisa
1084,1085,2005-01-25,Industrial,Venta,Barcelona,47.0,424175.0,2005-06-19,Joaquín
1088,1089,2005-01-27,Industrial,Venta,Barcelona,168.0,1081248.0,2005-06-01,Carmen
1093,1094,2005-02-01,Piso,Venta,Barcelona,139.0,1187477.0,2005-05-31,Carmen
1094,1095,2005-02-01,Local,Venta,Barcelona,300.0,1772700.0,2006-01-03,María
1095,1096,2005-02-01,Local,Venta,Girona,64.0,539392.0,2005-08-03,Pedro
1097,1098,2005-02-01,Suelo,Venta,Barcelona,262.0,1960808.0,2005-09-11,Pedro
1101,1102,2005-02-02,Casa,Venta,Tarragona,268.0,1950772.0,2005-06-02,Joaquín
1102,1103,2005-02-03,Local,Venta,Lleida,125.0,932250.0,2005-08-03,María
1109,1110,2005-02-05,Local,Venta,Lleida,110.0,924990.0,2005-09-25,Pedro
1112,1113,2005-02-06,Parking,Venta,Tarragona,157.0,1323353.0,2005-07-25,Luisa
1113,1114,2005-02-07,Industrial,Venta,Girona,76.0,499244.0,2005-07-04,Luisa
1115,1116,2005-02-08,Local,Venta,Lleida,96.0,493632.0,2006-01-13,Jesús
1119,1120,2005-02-10,Local,Venta,Girona,180.0,1707660.0,2005-07-28,Joaquín
1120,1121,2005-02-10,Piso,Venta,Lleida,176.0,1592624.0,2005-05-20,Carmen
1121,1122,2005-02-11,Piso,Venta,Girona,228.0,1339044.0,2005-12-14,Pedro
1123,1124,2005-02-11,Piso,Venta,Girona,208.0,1215344.0,2005-05-27,Jesús
1125,1126,2005-02-13,Piso,Venta,Tarragona,111.0,462315.0,2006-01-13,Luisa
1127,1128,2005-02-14,Parking,Venta,Barcelona,229.0,1859480.0,2006-01-06,Joaquín
1130,1131,2005-02-15,Parking,Venta,Barcelona,156.0,795912.0,2006-01-06,Carmen
1133,1134,2005-02-15,Local,Venta,Barcelona,122.0,879254.0,2005-06-25,Luisa
1135,1136,2005-02-16,Suelo,Venta,Lleida,67.0,297882.0,2006-02-08,Joaquín
1136,1137,2005-02-16,Piso,Venta,Lleida,75.0,563475.0,2005-12-25,Pedro
1137,1138,2005-02-16,Casa,Venta,Barcelona,257.0,1066550.0,2005-09-23,Carmen
1138,1139,2005-02-16,Industrial,Venta,Girona,96.0,742176.0,2005-12-15,Pedro
1139,1140,2005-02-16,Suelo,Venta,Tarragona,140.0,1318660.0,2005-10-16,Pedro
1140,1141,2005-02-16,Parking,Venta,Lleida,179.0,1601334.0,2005-11-07,Jesús
1141,1142,2005-02-16,Casa,Venta,Tarragona,230.0,1033850.0,2005-10-30,María
1150,1151,2005-02-18,Local,Venta,Barcelona,158.0,1308398.0,2006-02-05,Carmen
1151,1152,2005-02-19,Local,Venta,Girona,224.0,1966272.0,2005-12-02,Pedro
1152,1153,2005-02-19,Suelo,Venta,Lleida,272.0,2021232.0,2005-10-16,Jesús
1154,1155,2005-02-20,Suelo,Venta,Tarragona,94.0,857374.0,2005-12-11,Carmen
1155,1156,2005-02-20,Industrial,Venta,Tarragona,251.0,1305200.0,2005-12-18,Luisa
1156,1157,2005-02-20,Local,Venta,Girona,254.0,1614170.0,2006-01-18,María
1158,1159,2005-02-20,Industrial,Venta,Tarragona,214.0,1823708.0,2005-09-16,Joaquín
1159,1160,2005-02-21,Industrial,Venta,Barcelona,276.0,2148384.0,2005-10-12,Jesús
1160,1161,2005-02-22,Suelo,Venta,Lleida,197.0,1594715.0,2006-01-15,Luisa
1161,1162,2005-02-22,Local,Venta,Tarragona,111.0,698301.0,2005-10-23,Joaquín
1163,1164,2005-02-22,Parking,Venta,Lleida,174.0,750984.0,2005-07-07,Joaquín
1166,1167,2005-02-23,Parking,Venta,Lleida,152.0,1076464.0,2005-05-27,Pedro
1167,1168,2005-02-24,Piso,Venta,Girona,206.0,1136502.0,2006-01-22,Pedro
1172,1173,2005-02-25,Local,Venta,Lleida,83.0,463306.0,2005-09-04,María
1173,1174,2005-02-26,Piso,Venta,Lleida,72.0,322344.0,2005-08-03,María
1175,1176,2005-02-26,Casa,Venta,Barcelona,133.0,1305129.0,2005-12-22,Joaquín
1177,1178,2005-02-27,Parking,Venta,Tarragona,219.0,1468614.0,2005-10-10,Pedro
1178,1179,2005-02-27,Casa,Venta,Barcelona,91.0,780598.0,2005-11-07,Jesús
1181,1182,2005-03-01,Suelo,Venta,Girona,177.0,1203246.0,2006-02-20,Carmen
1184,1185,2005-03-02,Piso,Venta,Barcelona,236.0,1388388.0,2006-02-04,Joaquín
1189,1190,2005-03-03,Parking,Venta,Girona,153.0,1401633.0,2005-09-14,Carmen
1190,1191,2005-03-03,Industrial,Venta,Barcelona,142.0,1256274.0,2005-07-21,Pedro
1195,1196,2005-03-05,Suelo,Venta,Girona,124.0,614048.0,2005-07-13,Joaquín
1196,1197,2005-03-06,Suelo,Venta,Tarragona,57.0,233358.0,2005-12-18,Luisa
1197,1198,2005-03-06,Piso,Venta,Barcelona,98.0,917378.0,2005-12-06,Pedro
1199,1200,2005-03-06,Local,Venta,Barcelona,60.0,474600.0,2005-10-01,Luisa
1200,1201,2005-03-07,Suelo,Venta,Tarragona,54.0,298350.0,2005-06-14,Carmen
1202,1203,2005-03-07,Industrial,Venta,Lleida,237.0,1013175.0,2006-01-10,Pedro
1204,1205,2005-03-07,Local,Venta,Barcelona,213.0,2105079.0,2005-07-25,Joaquín
1205,1206,2005-03-07,Suelo,Venta,Barcelona,117.0,953316.0,2005-12-27,María
1210,1211,2005-03-09,Local,Venta,Lleida,229.0,935694.0,2005-10-18,Jesús
1211,1212,2005-03-10,Casa,Venta,Barcelona,143.0,1246960.0,2005-09-28,Carmen
1212,1213,2005-03-10,Casa,Venta,Tarragona,154.0,1238006.0,2005-09-04,María
1216,1217,2005-03-11,Casa,Venta,Barcelona,184.0,1830800.0,2006-01-25,Pedro
1217,1218,2005-03-11,Piso,Venta,Girona,241.0,1729416.0,2005-09-18,Carmen
1218,1219,2005-03-11,Suelo,Venta,Barcelona,251.0,2234653.0,2005-08-01,Luisa
1219,1220,2005-03-12,Parking,Venta,Tarragona,90.0,438480.0,2005-10-23,Joaquín
1222,1223,2005-03-12,Parking,Venta,Girona,181.0,1805475.0,2005-06-10,María
1223,1224,2005-03-13,Parking,Venta,Tarragona,124.0,1070740.0,2005-12-22,Carmen
1224,1225,2005-03-14,Parking,Venta,Girona,164.0,785068.0,2006-01-22,Jesús
1225,1226,2005-03-14,Piso,Venta,Lleida,291.0,1497195.0,2005-08-17,María
1229,1230,2005-03-15,Suelo,Venta,Girona,268.0,2422720.0,2005-11-27,Carmen
1230,1231,2005-03-16,Suelo,Venta,Barcelona,130.0,1292980.0,2005-11-11,Luisa
1232,1233,2005-03-17,Parking,Venta,Lleida,88.0,820776.0,2005-08-20,Carmen
1233,1234,2005-03-17,Local,Venta,Lleida,116.0,848888.0,2005-07-26,Jesús
1234,1235,2005-03-18,Piso,Venta,Lleida,233.0,1673173.0,2005-06-28,Joaquín
1237,1238,2005-03-19,Casa,Venta,Girona,192.0,820608.0,2005-07-28,Luisa
1238,1239,2005-03-19,Casa,Venta,Lleida,149.0,839615.0,2005-10-05,María
1244,1245,2005-03-20,Parking,Venta,Girona,276.0,1477428.0,2005-11-23,María
1245,1246,2005-03-21,Parking,Venta,Barcelona,68.0,367132.0,2005-08-31,Joaquín
1246,1247,2005-03-22,Industrial,Venta,Barcelona,268.0,1557884.0,2005-12-09,Luisa
1249,1250,2005-03-23,Piso,Venta,Girona,163.0,1362843.0,2006-01-31,Luisa
1253,1254,2005-03-24,Industrial,Venta,Barcelona,127.0,757809.0,2006-02-20,Luisa
1254,1255,2005-03-24,Casa,Venta,Girona,40.0,354360.0,2005-10-16,Carmen
1255,1256,2005-03-24,Piso,Venta,Girona,168.0,1620192.0,2005-10-09,María
1256,1257,2005-03-25,Parking,Venta,Girona,117.0,1149525.0,2006-02-27,Pedro
1258,1259,2005-03-25,Industrial,Venta,Tarragona,180.0,1495260.0,2005-11-03,Luisa
1259,1260,2005-03-26,Industrial,Venta,Barcelona,91.0,485849.0,2005-07-24,Pedro
1262,1263,2005-03-27,Casa,Venta,Tarragona,196.0,849464.0,2006-03-26,Jesús
1266,1267,2005-03-29,Parking,Venta,Lleida,40.0,349720.0,2006-02-14,Luisa
1268,1269,2005-03-30,Piso,Venta,Barcelona,138.0,1307688.0,2006-02-11,María
1270,1271,2005-03-30,Parking,Venta,Tarragona,196.0,1730876.0,2005-07-12,Luisa
1272,1273,2005-03-31,Piso,Venta,Girona,283.0,1599233.0,2005-11-04,Pedro
1273,1274,2005-03-31,Piso,Venta,Lleida,189.0,1821771.0,2005-07-09,Pedro
1278,1279,2005-04-02,Suelo,Venta,Lleida,124.0,804884.0,2005-07-24,Carmen
1280,1281,2005-04-04,Piso,Venta,Girona,176.0,1004608.0,2006-01-06,Jesús
1281,1282,2005-04-04,Casa,Venta,Tarragona,102.0,520914.0,2005-07-17,Jesús
1286,1287,2005-04-05,Suelo,Venta,Barcelona,194.0,1612334.0,2005-09-21,Jesús
1290,1291,2005-04-06,Industrial,Venta,Tarragona,131.0,1273320.0,2005-11-30,Joaquín
1292,1293,2005-04-06,Industrial,Venta,Tarragona,230.0,1806650.0,2005-11-30,Pedro
1293,1294,2005-04-07,Local,Venta,Barcelona,102.0,480318.0,2006-01-12,Joaquín
1296,1297,2005-04-07,Industrial,Venta,Girona,230.0,1751450.0,2005-07-07,Jesús
1297,1298,2005-04-08,Industrial,Venta,Barcelona,248.0,1179488.0,2005-12-26,Jesús
1298,1299,2005-04-09,Local,Venta,Girona,290.0,1702590.0,2006-04-09,Pedro
1299,1300,2005-04-09,Suelo,Venta,Barcelona,71.0,309702.0,2005-08-09,Carmen
1300,1301,2005-04-10,Suelo,Venta,Tarragona,299.0,2531334.0,2005-12-18,Carmen
1301,1302,2005-04-11,Casa,Venta,Girona,288.0,2371392.0,2005-11-17,Luisa
1302,1303,2005-04-11,Suelo,Venta,Tarragona,130.0,657020.0,2006-01-20,Pedro
1303,1304,2005-04-13,Industrial,Venta,Tarragona,102.0,627300.0,2006-03-28,Pedro
1305,1306,2005-04-14,Casa,Venta,Barcelona,274.0,2229812.0,2005-08-26,María
1306,1307,2005-04-15,Industrial,Venta,Girona,264.0,2589312.0,2005-07-20,Pedro
1307,1308,2005-04-15,Parking,Venta,Lleida,149.0,1004707.0,2006-01-18,Joaquín
1321,1322,2005-04-18,Local,Venta,Lleida,245.0,2396835.0,2005-08-18,Joaquín
1326,1327,2005-04-19,Industrial,Venta,Barcelona,43.0,281521.0,2005-10-27,Jesús
1330,1331,2005-04-21,Piso,Venta,Tarragona,176.0,1435632.0,2006-03-10,Luisa
1332,1333,2005-04-21,Industrial,Venta,Tarragona,42.0,287952.0,2006-01-01,Carmen
1334,1335,2005-04-22,Local,Venta,Tarragona,229.0,954930.0,2005-08-15,María
1340,1341,2005-04-25,Local,Venta,Girona,132.0,1007688.0,2005-12-26,Luisa
1341,1342,2005-04-25,Parking,Venta,Barcelona,194.0,1698664.0,2006-03-20,Carmen
1343,1344,2005-04-25,Parking,Venta,Tarragona,285.0,1500240.0,2005-08-20,Carmen
1346,1347,2005-04-26,Local,Venta,Barcelona,115.0,950015.0,2005-09-26,Pedro
1347,1348,2005-04-26,Casa,Venta,Lleida,201.0,1850004.0,2006-01-15,Joaquín
1348,1349,2005-04-26,Casa,Venta,Barcelona,102.0,892704.0,2006-01-22,Joaquín
1350,1351,2005-04-26,Piso,Venta,Tarragona,59.0,505040.0,2005-09-08,Carmen
1351,1352,2005-04-27,Piso,Venta,Girona,189.0,1064637.0,2005-11-29,Jesús
1353,1354,2005-04-28,Industrial,Venta,Barcelona,242.0,2418064.0,2005-10-24,Jesús
1355,1356,2005-04-28,Suelo,Venta,Barcelona,161.0,1421308.0,2005-11-12,Pedro
1356,1357,2005-04-28,Local,Venta,Lleida,285.0,1827420.0,2006-02-06,Luisa
1357,1358,2005-04-29,Local,Venta,Tarragona,274.0,2474494.0,2006-03-25,Carmen
1358,1359,2005-04-29,Parking,Venta,Tarragona,256.0,1059328.0,2006-04-17,Jesús
1359,1360,2005-04-29,Parking,Venta,Tarragona,196.0,1201480.0,2005-09-18,María
1360,1361,2005-04-30,Local,Venta,Tarragona,186.0,1179612.0,2005-10-06,Carmen
1362,1363,2005-04-30,Casa,Venta,Girona,157.0,729579.0,2006-01-01,Joaquín
1363,1364,2005-05-01,Industrial,Venta,Lleida,82.0,783510.0,2006-02-13,Joaquín
1364,1365,2005-05-01,Casa,Venta,Girona,65.0,350155.0,2005-11-14,María
1365,1366,2005-05-01,Suelo,Venta,Tarragona,104.0,850720.0,2006-03-28,Pedro
1371,1372,2005-05-04,Industrial,Venta,Barcelona,286.0,2633774.0,2005-09-01,Carmen
1372,1373,2005-05-04,Suelo,Venta,Lleida,224.0,2211328.0,2006-02-23,Pedro
1373,1374,2005-05-04,Local,Venta,Barcelona,214.0,1287210.0,2005-12-21,Joaquín
1374,1375,2005-05-04,Casa,Venta,Girona,175.0,1363950.0,2005-09-11,Jesús
1375,1376,2005-05-04,Casa,Venta,Lleida,104.0,609128.0,2005-12-27,María
1376,1377,2005-05-05,Industrial,Venta,Tarragona,128.0,832000.0,2005-10-06,Luisa
1379,1380,2005-05-06,Industrial,Venta,Girona,192.0,958464.0,2005-08-13,Jesús
1381,1382,2005-05-06,Parking,Venta,Tarragona,248.0,1352096.0,2006-03-14,Jesús
1382,1383,2005-05-06,Industrial,Venta,Girona,167.0,814793.0,2006-02-27,Luisa
1384,1385,2005-05-08,Parking,Venta,Barcelona,258.0,2066064.0,2005-11-25,María
1387,1388,2005-05-08,Casa,Venta,Girona,270.0,2288520.0,2005-11-02,Joaquín
