,Referencia,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
523,524,2004-07-10,Piso,Alquiler,Barcelona,159.0,1536576.0,2005-06-24,Pedro
524,525,2004-07-10,Parking,Venta,Lleida,280.0,1249360.0,2005-01-09,Pedro
525,526,2004-07-11,Parking,Venta,Girona,162.0,1594404.0,2005-03-07,María
526,527,2004-07-11,Industrial,Alquiler,Barcelona,231.0,935781.0,2004-11-13,Joaquín
528,529,2004-07-12,Industrial,Alquiler,Lleida,206.0,1414602.0,2005-06-14,Carmen
529,530,2004-07-12,Local,Venta,Lleida,86.0,446856.0,2005-06-12,María
530,531,2004-07-12,Industrial,Alquiler,Barcelona,112.0,712768.0,2005-06-14,Carmen
531,532,2004-07-12,Local,Alquiler,Lleida,182.0,999726.0,2005-02-20,Carmen
532,533,2004-07-13,Parking,Venta,Tarragona,72.0,606024.0,2005-04-12,Carmen
534,535,2004-07-14,Industrial,Alquiler,Lleida,280.0,1730680.0,2005-05-07,Carmen
536,537,2004-07-14,Local,Alquiler,Girona,117.0,1031121.0,2005-04-30,Luisa
537,538,2004-07-15,Industrial,Alquiler,Girona,279.0,2161134.0,2005-03-09,María
538,539,2004-07-16,Parking,Alquiler,Barcelona,111.0,761793.0,2005-07-11,María
539,540,2004-07-16,Parking,Alquiler,Tarragona,87.0,565587.0,2005-01-25,Joaquín
542,543,2004-07-16,Industrial,Venta,Tarragona,101.0,564186.0,2005-01-21,Pedro
544,545,2004-07-18,Local,Venta,Lleida,82.0,419348.0,2005-03-12,Jesús
545,546,2004-07-20,Industrial,Venta,Lleida,65.0,628095.0,2005-03-08,María
547,548,2004-07-20,Parking,Venta,Barcelona,286.0,2330042.0,2004-10-21,Carmen
548,549,2004-07-20,Local,Venta,Girona,237.0,1403988.0,2005-06-27,Carmen
550,551,2004-07-21,Piso,Alquiler,Girona,237.0,2215002.0,2004-10-31,Pedro
551,552,2004-07-21,Local,Venta,Barcelona,125.0,804625.0,2005-06-26,Carmen
553,554,2004-07-21,Parking,Venta,Barcelona,141.0,867009.0,2004-11-21,Joaquín
554,555,2004-07-22,Piso,Venta,Girona,138.0,1289748.0,2004-12-25,Luisa
556,557,2004-07-23,Piso,Alquiler,Girona,198.0,1916442.0,2005-04-14,Joaquín
557,558,2004-07-24,Piso,Alquiler,Girona,246.0,1875012.0,2005-03-08,Luisa
558,559,2004-07-24,Local,Alquiler,Tarragona,188.0,1590104.0,2004-10-26,Pedro
559,560,2004-07-25,Industrial,Alquiler,Tarragona,285.0,1412175.0,2004-12-01,Pedro
560,561,2004-07-25,Parking,Alquiler,Lleida,53.0,280741.0,2005-07-01,Jesús
561,562,2004-07-25,Piso,Alquiler,Girona,161.0,960526.0,2005-06-21,Joaquín
562,563,2004-07-25,Piso,Venta,Barcelona,237.0,1272216.0,2005-04-27,Jesús
565,566,2004-07-26,Local,Alquiler,Girona,266.0,1881950.0,2005-01-15,María
566,567,2004-07-26,Local,Venta,Barcelona,98.0,469910.0,2005-01-08,Joaquín
567,568,2004-07-26,Local,Venta,Lleida,153.0,639999.0,2005-05-11,Luisa
568,569,2004-07-26,Local,Alquiler,Tarragona,167.0,700398.0,2005-03-07,Luisa
570,571,2004-07-27,Industrial,Alquiler,Tarragona,44.0,322036.0,2004-12-20,Jesús
571,572,2004-07-28,Local,Alquiler,Tarragona,235.0,1897155.0,2005-07-01,Carmen
572,573,2004-07-28,Parking,Venta,Tarragona,243.0,1038825.0,2004-12-14,Jesús
573,574,2004-07-28,Local,Alquiler,Lleida,58.0,251430.0,2005-05-30,Carmen
574,575,2004-07-28,Parking,Alquiler,Barcelona,280.0,1877400.0,2005-04-21,Joaquín
578,579,2004-07-29,Industrial,Venta,Girona,148.0,811780.0,2005-04-17,Luisa
579,580,2004-07-30,Parking,Venta,Tarragona,226.0,1634884.0,2005-07-20,María
581,582,2004-07-31,Industrial,Venta,Lleida,290.0,2584480.0,2004-11-22,Jesús
582,583,2004-07-31,Local,Venta,Tarragona,297.0,1767744.0,2005-03-23,Pedro
584,585,2004-08-01,Parking,Alquiler,Girona,161.0,1050203.0,2005-02-04,Joaquín
586,587,2004-08-02,Piso,Alquiler,Barcelona,184.0,1286344.0,2005-07-02,Joaquín
587,588,2004-08-02,Local,Alquiler,Tarragona,56.0,469168.0,2005-03-08,Pedro
591,592,2004-08-03,Parking,Alquiler,Girona,145.0,999630.0,2005-05-01,Pedro
593,594,2004-08-04,Industrial,Alquiler,Tarragona,171.0,1148436.0,2005-06-29,Pedro
594,595,2004-08-04,Industrial,Venta,Barcelona,262.0,1343798.0,2005-04-15,Jesús
595,596,2004-08-04,Parking,Venta,Lleida,62.0,358360.0,2005-07-23,Luisa
598,599,2004-08-08,Local,Alquiler,Lleida,76.0,738568.0,2005-03-22,Joaquín
601,602,2004-08-09,Industrial,Venta,Girona,227.0,1218763.0,2005-07-27,Joaquín
603,604,2004-08-10,Local,Alquiler,Lleida,149.0,704323.0,2005-08-03,Luisa
604,605,2004-08-10,Piso,Alquiler,Lleida,212.0,1817264.0,2005-06-25,María
605,606,2004-08-10,Parking,Alquiler,Lleida,45.0,360765.0,2005-03-05,María
606,607,2004-08-10,Parking,Venta,Barcelona,49.0,418019.0,2005-02-22,Pedro
609,610,2004-08-11,Local,Venta,Barcelona,127.0,1058545.0,2005-01-23,Joaquín
612,613,2004-08-11,Industrial,Venta,Barcelona,225.0,1879200.0,2004-11-19,Pedro
614,615,2004-08-12,Local,Venta,Lleida,283.0,1992320.0,2005-04-07,María
615,616,2004-08-12,Piso,Alquiler,Barcelona,231.0,1237929.0,2005-04-13,Luisa
616,617,2004-08-13,Piso,Venta,Lleida,172.0,1283980.0,2005-01-27,Carmen
620,621,2004-08-14,Industrial,Venta,Tarragona,223.0,2171128.0,2005-03-23,Carmen
621,622,2004-08-14,Piso,Venta,Barcelona,123.0,1116348.0,2005-06-29,Luisa
622,623,2004-08-15,Local,Venta,Tarragona,72.0,577656.0,2005-07-30,María
623,624,2004-08-15,Industrial,Venta,Tarragona,154.0,1122352.0,2005-05-11,Jesús
624,625,2004-08-15,Industrial,Alquiler,Girona,222.0,2171826.0,2005-01-12,Carmen
625,626,2004-08-16,Piso,Alquiler,Tarragona,263.0,2061131.0,2005-07-28,Joaquín
626,627,2004-08-16,Parking,Alquiler,Lleida,86.0,494758.0,2005-03-04,María
628,629,2004-08-17,Piso,Venta,Girona,249.0,1427019.0,2004-12-04,Jesús
629,630,2004-08-17,Parking,Alquiler,Girona,170.0,1567060.0,2005-02-19,María
630,631,2004-08-17,Parking,Alquiler,Barcelona,272.0,1972816.0,2005-08-14,Carmen
631,632,2004-08-17,Piso,Venta,Girona,201.0,1816437.0,2005-05-10,Pedro
632,633,2004-08-17,Parking,Alquiler,Girona,167.0,1191044.0,2005-01-11,Luisa
633,634,2004-08-18,Piso,Alquiler,Tarragona,283.0,2576432.0,2005-05-13,María
634,635,2004-08-18,Local,Alquiler,Girona,197.0,981651.0,2005-01-17,Jesús
635,636,2004-08-18,Piso,Alquiler,Tarragona,181.0,1161477.0,2005-05-07,María
636,637,2004-08-18,Parking,Alquiler,Barcelona,95.0,938030.0,2005-06-03,María
638,639,2004-08-19,Piso,Alquiler,Girona,277.0,2646181.0,2005-07-04,Carmen
639,640,2004-08-19,Industrial,Alquiler,Tarragona,182.0,1243060.0,2005-07-16,María
641,642,2004-08-20,Industrial,Venta,Girona,119.0,711382.0,2005-08-01,Luisa
642,643,2004-08-20,Industrial,Alquiler,Lleida,255.0,2338095.0,2005-08-10,Carmen
643,644,2004-08-20,Industrial,Alquiler,Tarragona,164.0,1162104.0,2005-05-10,Pedro
644,645,2004-08-20,Industrial,Venta,Tarragona,227.0,1917696.0,2005-02-22,Joaquín
645,646,2004-08-20,Parking,Alquiler,Lleida,168.0,1192800.0,2005-07-14,Joaquín
646,647,2004-08-21,Piso,Venta,Barcelona,67.0,346256.0,2005-05-18,Luisa
648,649,2004-08-21,Piso,Alquiler,Lleida,46.0,386354.0,2005-05-04,Pedro
649,650,2004-08-22,Parking,Venta,Lleida,80.0,777360.0,2005-04-21,Carmen
650,651,2004-08-22,Piso,Venta,Girona,207.0,1015956.0,2005-06-17,Jesús
652,653,2004-08-22,Piso,Venta,Tarragona,147.0,730149.0,2004-12-25,Carmen
657,658,2004-08-23,Parking,Venta,Tarragona,286.0,1442870.0,2005-08-09,Pedro
659,660,2004-08-23,Piso,Venta,Tarragona,176.0,1003552.0,2005-08-05,Carmen
660,661,2004-08-23,Local,Venta,Girona,278.0,1730550.0,2004-12-09,María
661,662,2004-08-24,Parking,Alquiler,Girona,254.0,1963166.0,2005-07-27,Joaquín
662,663,2004-08-24,Local,Alquiler,Barcelona,47.0,463843.0,2005-02-19,Joaquín
663,664,2004-08-24,Local,Alquiler,Girona,252.0,2057832.0,2005-03-14,Luisa
664,665,2004-08-25,Local,Alquiler,Girona,163.0,1520627.0,2005-04-20,Pedro
667,668,2004-08-27,Parking,Venta,Barcelona,195.0,1513005.0,2005-01-21,Pedro
668,669,2004-08-27,Parking,Venta,Tarragona,290.0,1747830.0,2005-01-14,Luisa
669,670,2004-08-28,Industrial,Venta,Barcelona,289.0,2188597.0,2005-04-27,María
671,672,2004-08-28,Local,Alquiler,Tarragona,186.0,1225926.0,2005-05-16,Luisa
672,673,2004-08-29,Industrial,Venta,Barcelona,67.0,479318.0,2005-04-03,Luisa
673,674,2004-08-29,Parking,Venta,Girona,152.0,1392168.0,2005-08-04,Pedro
676,677,2004-08-30,Industrial,Alquiler,Tarragona,54.0,227178.0,2005-01-24,Joaquín
677,678,2004-08-30,Industrial,Venta,Barcelona,225.0,1239300.0,2005-01-29,María
679,680,2004-08-30,Piso,Alquiler,Tarragona,249.0,1029864.0,2005-05-06,Carmen
680,681,2004-08-30,Industrial,Alquiler,Tarragona,284.0,1166104.0,2005-04-08,Jesús
682,683,2004-08-30,Piso,Alquiler,Lleida,121.0,1049433.0,2005-06-07,Jesús
683,684,2004-08-31,Parking,Venta,Tarragona,247.0,2285244.0,2005-03-07,María
684,685,2004-08-31,Piso,Venta,Girona,97.0,662316.0,2005-04-27,Carmen
686,687,2004-09-01,Piso,Alquiler,Lleida,240.0,1214880.0,2005-04-09,Luisa
688,689,2004-09-02,Parking,Venta,Girona,64.0,622144.0,2005-07-05,María
689,690,2004-09-02,Parking,Alquiler,Tarragona,81.0,723492.0,2005-07-10,Joaquín
693,694,2004-09-03,Piso,Alquiler,Lleida,88.0,392832.0,2005-01-28,María
694,695,2004-09-03,Local,Venta,Lleida,205.0,1524585.0,2005-05-02,Pedro
696,697,2004-09-04,Local,Alquiler,Barcelona,163.0,1570016.0,2005-08-04,Carmen
697,698,2004-09-05,Parking,Alquiler,Girona,187.0,789140.0,2005-05-16,Carmen
699,700,2004-09-06,Local,Alquiler,Girona,299.0,1251315.0,2005-01-20,Luisa
701,702,2004-09-07,Piso,Alquiler,Girona,295.0,2553225.0,2005-01-14,Carmen
703,704,2004-09-08,Piso,Alquiler,Barcelona,278.0,2540364.0,2005-04-12,Carmen
705,706,2004-09-08,Piso,Alquiler,Girona,258.0,1501560.0,2005-01-05,Joaquín
706,707,2004-09-08,Industrial,Venta,Girona,215.0,1713120.0,2005-05-27,Carmen
707,708,2004-09-08,Industrial,Venta,Tarragona,158.0,1124012.0,2005-05-03,Pedro
709,710,2004-09-09,Parking,Venta,Lleida,274.0,1291636.0,2005-05-24,María
711,712,2004-09-10,Parking,Alquiler,Lleida,244.0,2280668.0,2005-07-16,María
716,717,2004-09-10,Local,Alquiler,Tarragona,47.0,457498.0,2005-02-23,Jesús
720,721,2004-09-12,Industrial,Venta,Tarragona,44.0,266596.0,2005-04-23,Luisa
721,722,2004-09-12,Industrial,Alquiler,Girona,86.0,611546.0,2005-02-10,Carmen
725,726,2004-09-13,Parking,Venta,Girona,112.0,1081360.0,2005-05-03,María
729,730,2004-09-16,Parking,Alquiler,Tarragona,284.0,1830664.0,2005-01-02,Pedro
733,734,2004-09-17,Piso,Venta,Lleida,85.0,644470.0,2005-06-22,María
735,736,2004-09-19,Industrial,Venta,Barcelona,112.0,840560.0,2005-06-29,Pedro
738,739,2004-09-20,Piso,Venta,Barcelona,250.0,1527750.0,2005-02-10,Luisa
739,740,2004-09-21,Parking,Alquiler,Barcelona,254.0,2328418.0,2005-01-06,Joaquín
740,741,2004-09-21,Parking,Venta,Tarragona,126.0,1184274.0,2005-07-28,María
742,743,2004-09-22,Local,Venta,Lleida,56.0,542864.0,2005-09-08,María
747,748,2004-09-22,Industrial,Alquiler,Girona,228.0,2145480.0,2005-06-21,María
748,749,2004-09-23,Local,Venta,Lleida,114.0,679554.0,2005-09-16,Pedro
749,750,2004-09-23,Parking,Alquiler,Girona,294.0,1335936.0,2005-07-14,Carmen
750,751,2004-09-23,Parking,Venta,Girona,132.0,556116.0,2005-09-11,Luisa
751,752,2004-09-25,Local,Venta,Barcelona,182.0,1509872.0,2005-08-05,Luisa
752,753,2004-09-25,Local,Venta,Lleida,67.0,399655.0,2005-08-13,Luisa
753,754,2004-09-25,Piso,Alquiler,Tarragona,251.0,1206557.0,2005-05-20,María
755,756,2004-09-26,Industrial,Alquiler,Tarragona,50.0,308850.0,2005-08-10,Pedro
756,757,2004-09-26,Industrial,Venta,Barcelona,42.0,306726.0,2005-06-16,Jesús
757,758,2004-09-26,Piso,Venta,Barcelona,272.0,1535168.0,2005-07-26,Luisa
758,759,2004-09-26,Piso,Alquiler,Tarragona,117.0,823680.0,2005-01-19,María
760,761,2004-09-26,Local,Venta,Girona,50.0,411700.0,2005-01-05,Carmen
761,762,2004-09-26,Parking,Venta,Barcelona,48.0,371712.0,2005-08-14,María
762,763,2004-09-27,Piso,Alquiler,Girona,291.0,2411808.0,2005-02-28,Joaquín
764,765,2004-09-28,Local,Alquiler,Girona,291.0,2354481.0,2005-01-26,Carmen
765,766,2004-09-29,Piso,Alquiler,Girona,204.0,1044480.0,2005-04-17,Jesús
766,767,2004-09-29,Piso,Alquiler,Barcelona,95.0,510150.0,2005-05-07,Jesús
767,768,2004-09-29,Piso,Venta,Girona,231.0,1213212.0,2005-06-24,Carmen
770,771,2004-10-04,Industrial,Venta,Girona,44.0,223564.0,2005-09-26,Luisa
773,774,2004-10-05,Local,Alquiler,Tarragona,244.0,2332152.0,2005-06-05,Joaquín
774,775,2004-10-05,Local,Venta,Lleida,204.0,1606500.0,2005-07-25,Carmen
775,776,2004-10-05,Parking,Venta,Lleida,76.0,411160.0,2005-02-15,Joaquín
777,778,2004-10-06,Local,Alquiler,Barcelona,228.0,1554732.0,2005-08-17,Jesús
778,779,2004-10-06,Local,Alquiler,Tarragona,256.0,1877760.0,2005-04-14,María
779,780,2004-10-06,Local,Venta,Tarragona,185.0,1607280.0,2005-03-28,Carmen
783,784,2004-10-06,Parking,Alquiler,Tarragona,83.0,778706.0,2005-09-11,María
785,786,2004-10-06,Parking,Venta,Lleida,224.0,913248.0,2005-07-03,Jesús
788,789,2004-10-07,Piso,Venta,Barcelona,251.0,1781849.0,2005-07-23,Luisa
789,790,2004-10-07,Piso,Venta,Tarragona,108.0,647460.0,2005-03-10,Luisa
790,791,2004-10-08,Industrial,Venta,Girona,113.0,869196.0,2005-07-28,Jesús
791,792,2004-10-08,Piso,Venta,Tarragona,292.0,1565120.0,2005-10-02,Joaquín
792,793,2004-10-08,Piso,Venta,Lleida,88.0,507320.0,2005-09-06,María
797,798,2004-10-11,Piso,Venta,Girona,222.0,1478742.0,2005-09-24,Jesús
799,800,2004-10-12,Local,Alquiler,Tarragona,67.0,653250.0,2005-02-19,María
800,801,2004-10-13,Local,Alquiler,Tarragona,159.0,1323198.0,2005-08-26,Jesús
802,803,2004-10-13,Local,Alquiler,Tarragona,163.0,1115409.0,2005-03-14,María
803,804,2004-10-13,Industrial,Venta,Girona,114.0,580032.0,2005-03-28,Jesús
804,805,2004-10-14,Piso,Alquiler,Barcelona,243.0,1469178.0,2005-02-18,Pedro
809,810,2004-10-15,Industrial,Venta,Barcelona,51.0,334305.0,2005-09-25,Carmen
810,811,2004-10-16,Industrial,Venta,Lleida,214.0,1805518.0,2005-08-30,Carmen
814,815,2004-10-17,Industrial,Venta,Tarragona,182.0,1690416.0,2005-09-04,Pedro
815,816,2004-10-18,Parking,Alquiler,Barcelona,232.0,2180104.0,2005-07-19,Joaquín
818,819,2004-10-19,Parking,Venta,Barcelona,102.0,562632.0,2005-09-01,Luisa
819,820,2004-10-19,Piso,Alquiler,Tarragona,206.0,1688170.0,2005-07-17,Jesús
820,821,2004-10-19,Parking,Venta,Girona,161.0,1392006.0,2005-07-12,María
821,822,2004-10-20,Industrial,Venta,Tarragona,259.0,1628333.0,2005-08-09,María
822,823,2004-10-20,Parking,Venta,Lleida,177.0,992793.0,2005-03-20,Carmen
823,824,2004-10-21,Piso,Alquiler,Girona,60.0,484560.0,2005-08-24,Jesús
824,825,2004-10-21,Local,Venta,Tarragona,172.0,866880.0,2005-09-01,Luisa
826,827,2004-10-22,Industrial,Venta,Tarragona,149.0,1391809.0,2005-08-06,Pedro
827,828,2004-10-23,Industrial,Alquiler,Barcelona,199.0,1278774.0,2005-04-06,Pedro
828,829,2004-10-23,Local,Venta,Lleida,152.0,1218888.0,2005-03-04,Joaquín
829,830,2004-10-24,Local,Venta,Lleida,143.0,1409551.0,2005-04-23,Jesús
830,831,2004-10-24,Parking,Venta,Girona,115.0,880900.0,2005-07-04,Carmen
834,835,2004-10-25,Parking,Venta,Lleida,168.0,1276800.0,2005-07-25,Carmen
836,837,2004-10-27,Local,Venta,Girona,127.0,1021334.0,2005-05-21,Joaquín
837,838,2004-10-27,Piso,Alquiler,Girona,62.0,583110.0,2005-02-19,Joaquín
838,839,2004-10-27,Local,Venta,Lleida,109.0,1029178.0,2005-07-13,Joaquín
839,840,2004-10-27,Parking,Alquiler,Girona,114.0,1040478.0,2005-04-29,Carmen
840,841,2004-10-27,Piso,Venta,Girona,120.0,1061160.0,2005-04-13,Luisa
843,844,2004-10-30,Local,Alquiler,Tarragona,121.0,593021.0,2005-02-28,Luisa
844,845,2004-10-31,Industrial,Venta,Tarragona,280.0,1485680.0,2005-10-23,Luisa
846,847,2004-10-31,Piso,Alquiler,Girona,121.0,731929.0,2005-06-27,Pedro
849,850,2004-11-01,Piso,Alquiler,Girona,159.0,1391091.0,2005-06-16,Carmen
852,853,2004-11-02,Piso,Venta,Tarragona,246.0,1708716.0,2005-03-16,Jesús
853,854,2004-11-02,Piso,Alquiler,Lleida,299.0,2430272.0,2005-03-26,Carmen
855,856,2004-11-03,Industrial,Venta,Barcelona,247.0,995657.0,2005-06-29,Jesús
856,857,2004-11-03,Industrial,Venta,Girona,238.0,2379048.0,2005-09-08,María
859,860,2004-11-03,Piso,Venta,Lleida,288.0,2242656.0,2005-02-11,Jesús
860,861,2004-11-03,Piso,Alquiler,Girona,96.0,891456.0,2005-07-28,Pedro
861,862,2004-11-04,Local,Alquiler,Barcelona,152.0,631560.0,2005-10-28,Joaquín
863,864,2004-11-06,Industrial,Venta,Girona,108.0,553608.0,2005-02-04,Luisa
864,865,2004-11-06,Parking,Alquiler,Girona,110.0,523160.0,2005-09-11,Joaquín
865,866,2004-11-07,Parking,Venta,Girona,136.0,1054544.0,2005-09-18,María
868,869,2004-11-07,Parking,Alquiler,Lleida,183.0,1082079.0,2005-09-07,Carmen
869,870,2004-11-08,Industrial,Venta,Tarragona,245.0,1951180.0,2005-04-06,Luisa
871,872,2004-11-09,Piso,Alquiler,Girona,185.0,1390460.0,2005-08-29,Jesús
872,873,2004-11-09,Industrial,Alquiler,Lleida,295.0,2923155.0,2005-05-06,Luisa
873,874,2004-11-09,Piso,Venta,Tarragona,80.0,458560.0,2005-02-22,Pedro
875,876,2004-11-09,Industrial,Venta,Tarragona,114.0,968658.0,2005-06-29,María
877,878,2004-11-10,Industrial,Alquiler,Barcelona,145.0,1372135.0,2005-04-18,Pedro
879,880,2004-11-11,Parking,Alquiler,Lleida,272.0,1542784.0,2005-06-24,Joaquín
881,882,2004-11-11,Local,Venta,Tarragona,220.0,970420.0,2005-08-28,Luisa
882,883,2004-11-11,Piso,Venta,Girona,266.0,1370964.0,2005-10-22,María
883,884,2004-11-11,Piso,Venta,Girona,125.0,590875.0,2005-09-20,Carmen
885,886,2004-11-12,Piso,Venta,Girona,133.0,1191281.0,2005-06-28,Joaquín
893,894,2004-11-14,Parking,Alquiler,Lleida,92.0,610696.0,2005-05-04,Jesús
894,895,2004-11-14,Industrial,Alquiler,Barcelona,229.0,1341024.0,2005-09-12,Jesús
895,896,2004-11-14,Piso,Alquiler,Tarragona,226.0,1340632.0,2005-09-24,Luisa
898,899,2004-11-16,Local,Venta,Barcelona,58.0,315810.0,2005-06-14,Jesús
900,901,2004-11-16,Parking,Alquiler,Girona,294.0,1653456.0,2005-07-18,Pedro
903,904,2004-11-17,Piso,Venta,Barcelona,62.0,455762.0,2005-07-25,Pedro
904,905,2004-11-18,Local,Alquiler,Girona,116.0,479892.0,2005-11-11,Joaquín
905,906,2004-11-18,Industrial,Alquiler,Tarragona,68.0,500140.0,2005-10-27,Pedro
907,908,2004-11-18,Parking,Venta,Girona,134.0,933444.0,2005-04-17,Pedro
908,909,2004-11-18,Industrial,Venta,Tarragona,127.0,1204595.0,2005-04-15,Carmen
909,910,2004-11-19,Piso,Alquiler,Tarragona,197.0,1506853.0,2005-11-16,Jesús
910,911,2004-11-20,Local,Alquiler,Barcelona,135.0,1036665.0,2005-11-08,Pedro
913,914,2004-11-20,Piso,Venta,Girona,48.0,366480.0,2005-09-19,Pedro
915,916,2004-11-21,Piso,Alquiler,Lleida,155.0,1511095.0,2005-08-20,María
916,917,2004-11-21,Parking,Venta,Tarragona,263.0,1719757.0,2005-08-28,Pedro
917,918,2004-11-22,Industrial,Alquiler,Lleida,197.0,1662089.0,2005-06-29,Carmen
919,920,2004-11-23,Industrial,Venta,Barcelona,137.0,1242042.0,2005-08-08,Luisa
923,924,2004-11-25,Parking,Alquiler,Girona,283.0,2213909.0,2005-05-10,Luisa
924,925,2004-11-25,Parking,Alquiler,Lleida,298.0,2039512.0,2005-10-11,Joaquín
927,928,2004-11-26,Industrial,Alquiler,Barcelona,283.0,1615647.0,2005-06-06,Joaquín
928,929,2004-11-27,Local,Alquiler,Tarragona,73.0,410260.0,2005-10-29,Carmen
929,930,2004-11-27,Local,Venta,Tarragona,161.0,1604687.0,2005-03-05,Luisa
931,932,2004-11-29,Parking,Venta,Lleida,121.0,754435.0,2005-04-23,Joaquín
932,933,2004-11-29,Parking,Alquiler,Tarragona,150.0,795000.0,2005-10-17,Luisa
935,936,2004-12-01,Parking,Alquiler,Girona,116.0,573040.0,2005-11-01,María
936,937,2004-12-01,Industrial,Alquiler,Girona,276.0,1932552.0,2005-10-20,María
937,938,2004-12-01,Local,Venta,Barcelona,158.0,766774.0,2005-03-24,Pedro
938,939,2004-12-01,Industrial,Alquiler,Girona,216.0,1962360.0,2005-05-17,Pedro
939,940,2004-12-02,Industrial,Venta,Barcelona,249.0,1662822.0,2005-07-11,Luisa
940,941,2004-12-02,Industrial,Venta,Barcelona,68.0,614244.0,2005-05-11,Jesús
941,942,2004-12-02,Industrial,Alquiler,Tarragona,177.0,1485915.0,2005-04-29,Carmen
942,943,2004-12-03,Piso,Venta,Tarragona,268.0,1273000.0,2005-06-16,Carmen
943,944,2004-12-03,Piso,Alquiler,Girona,66.0,558030.0,2005-12-01,Carmen
944,945,2004-12-04,Piso,Venta,Tarragona,162.0,894888.0,2005-03-26,Pedro
945,946,2004-12-04,Piso,Venta,Girona,243.0,1447551.0,2005-09-13,Pedro
947,948,2004-12-05,Piso,Alquiler,Girona,237.0,1725597.0,2005-07-07,Pedro
948,949,2004-12-05,Parking,Alquiler,Barcelona,206.0,1241562.0,2005-07-27,María
949,950,2004-12-05,Piso,Venta,Girona,233.0,2153852.0,2005-03-11,Pedro
951,952,2004-12-07,Industrial,Venta,Barcelona,142.0,954808.0,2005-06-18,María
953,954,2004-12-08,Parking,Venta,Lleida,68.0,330956.0,2005-09-18,María
955,956,2004-12-09,Piso,Venta,Tarragona,80.0,509840.0,2005-05-21,Carmen
957,958,2004-12-10,Local,Alquiler,Tarragona,227.0,1071667.0,2005-05-26,Carmen
958,959,2004-12-10,Parking,Venta,Tarragona,291.0,1872876.0,2005-05-16,María
960,961,2004-12-10,Parking,Alquiler,Girona,96.0,535584.0,2005-10-22,Carmen
962,963,2004-12-11,Local,Venta,Lleida,190.0,1593720.0,2005-05-28,Pedro
964,965,2004-12-11,Industrial,Venta,Girona,56.0,525616.0,2005-08-15,Joaquín
965,966,2004-12-11,Piso,Alquiler,Lleida,213.0,1994532.0,2005-04-22,María
966,967,2004-12-12,Piso,Venta,Girona,175.0,722925.0,2005-03-18,Carmen
967,968,2004-12-12,Local,Alquiler,Lleida,96.0,769824.0,2005-10-03,Jesús
968,969,2004-12-14,Piso,Venta,Lleida,272.0,2581552.0,2005-10-22,Pedro
969,970,2004-12-14,Piso,Alquiler,Girona,232.0,1193408.0,2005-06-07,Luisa
970,971,2004-12-14,Piso,Venta,Lleida,200.0,1145600.0,2005-09-22,María
971,972,2004-12-14,Piso,Venta,Girona,219.0,1059303.0,2005-07-27,Joaquín
973,974,2004-12-15,Parking,Alquiler,Lleida,131.0,920144.0,2005-12-10,Jesús
975,976,2004-12-16,Local,Alquiler,Barcelona,232.0,1236560.0,2005-11-20,Pedro
980,981,2004-12-18,Local,Venta,Girona,278.0,2273762.0,2005-11-30,Pedro
984,985,2004-12-20,Piso,Alquiler,Barcelona,270.0,2427300.0,2005-09-06,Pedro
986,987,2004-12-21,Industrial,Venta,Lleida,258.0,1894752.0,2005-08-21,Carmen
988,989,2004-12-21,Piso,Venta,Lleida,81.0,528120.0,2005-07-09,Joaquín
989,990,2004-12-21,Industrial,Venta,Barcelona,182.0,1717898.0,2005-04-24,Pedro
991,992,2004-12-22,Piso,Alquiler,Girona,281.0,2326118.0,2005-07-22,María
992,993,2004-12-22,Industrial,Venta,Tarragona,201.0,1911510.0,2005-06-23,Luisa
993,994,2004-12-22,Local,Venta,Girona,187.0,1346961.0,2005-12-20,Joaquín
995,996,2004-12-23,Parking,Alquiler,Girona,88.0,690184.0,2005-05-29,Carmen
996,997,2004-12-23,Industrial,Alquiler,Girona,66.0,448932.0,2005-09-01,Pedro
997,998,2004-12-23,Local,Venta,Girona,219.0,2101743.0,2005-07-30,Luisa
998,999,2004-12-23,Industrial,Venta,Girona,67.0,430743.0,2005-06-06,Pedro
999,1000,2004-12-24,Parking,Venta,Lleida,300.0,2707200.0,2005-10-15,Luisa
1000,1001,2004-12-25,Local,Venta,Barcelona,250.0,1368750.0,2005-06-07,Luisa
1001,1002,2004-12-25,Piso,Alquiler,Barcelona,292.0,2677056.0,2005-07-22,María
1002,1003,2004-12-25,Parking,Venta,Tarragona,87.0,638058.0,2005-07-19,Jesús
1003,1004,2004-12-26,Piso,Venta,Lleida,95.0,866780.0,2005-04-15,Jesús
1008,1009,2004-12-27,Piso,Alquiler,Tarragona,222.0,1266732.0,2005-06-23,Pedro
1009,1010,2004-12-27,Parking,Venta,Girona,211.0,945702.0,2005-12-04,Luisa
1010,1011,2004-12-27,Piso,Alquiler,Barcelona,96.0,862848.0,2005-12-23,María
1014,1015,2004-12-31,Local,Alquiler,Barcelona,168.0,1508472.0,2005-12-03,Luisa
1015,1016,2005-01-01,Parking,Alquiler,Barcelona,142.0,1276864.0,2005-10-24,María
1016,1017,2005-01-01,Parking,Venta,Girona,217.0,2101862.0,2005-10-23,Carmen
1017,1018,2005-01-01,Local,Alquiler,Barcelona,269.0,1360064.0,2005-08-17,Jesús
